,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,65.0,95.0,276.0,174.0,67.3,42632.0,84.5,51.45,73.0,111.0
2,99.0,215.0,698.0,531.0,70.9,111511.0,85.0,56.05,149.0,184.0
3,109.0,306.0,396.0,316.0,63.8,202289.0,88.5,48.9,251.0,245.0
4,111.0,106.0,292.0,293.0,69.4,13137.0,81.9,54.3,147.0,89.0
5,25.0,57.0,917.0,463.0,72.2,48588.0,90.1,57.400000000000006,43.0,18.0
6,120.0,122.0,541.0,320.0,67.3,42632.0,84.5,51.45,85.0,73.0
7,370.0,708.0,6629.0,2961.0,75.2,213862.0,92.9,60.35,529.0,538.0
8,6.0,0,1499.0,956.0,70.5,15374.0,87.0,57.75,6.0,6.0
9,201.0,292.0,4766.0,2519.0,75.2,213862.0,92.9,60.35,268.0,274.0
10,109.0,103.0,3263.0,1331.0,75.2,213862.0,92.9,60.35,125.0,70.0
11,97.0,203.0,688.0,352.0,70.5,15374.0,87.0,57.75,254.0,238.0
12,101.0,117.0,1166.0,789.0,66.9,22177.0,90.1,55.95,184.0,77.0
13,1106.0,2771.0,1852.0,1327.0,70.9,111511.0,85.0,56.05,2675.0,2735.0
14,105.0,164.0,309.0,162.0,64.8,36138.0,89.0,52.0,97.0,123.0
15,117.0,216.0,2911.0,1994.0,75.0,50253.0,92.2,56.9,125.0,158.0
16,173.0,278.0,637.0,407.0,68.0,293541.0,89.1,49.3,310.0,199.0
17,99.0,219.0,716.0,429.0,72.2,48588.0,90.1,57.400000000000006,123.0,117.0
18,90.0,108.0,323.0,226.0,70.5,15374.0,87.0,57.75,96.0,80.0
19,107.0,95.0,820.0,530.0,75.0,50253.0,92.2,56.9,50.0,64.0
20,17.0,21.0,755.0,695.0,68.8,91555.0,85.9,54.900000000000006,26.0,12.0
21,26.0,110.0,2623.0,872.0,72.2,48588.0,90.1,57.400000000000006,49.0,32.0
22,247.0,277.0,2386.0,1741.0,69.4,71299.0,84.6,49.35,205.0,195.0
23,121.0,119.0,652.0,443.0,75.0,50253.0,92.2,56.9,215.0,173.0
