,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,15.0,1.0,17.0,112.0,20.0,0
2,12.0,0,11.0,111.0,23.0,1.0
3,5.0,12.0,765.0,567.0,6.0,16.0
4,0,1.0,2.0,94.0,1.0,0
5,40.0,7.0,3.0,67.0,36.0,1.0
6,70.0,4.0,293.0,775.0,11.0,7.0
7,326.0,3.0,11.0,573.0,207.0,6.0
8,134.0,227.0,999.0,456.0,105.0,164.0
9,12.0,4.0,788.0,863.0,16.0,9.0
10,152.0,51.0,38.0,151.0,69.0,54.0
11,20.0,33.0,576.0,621.0,58.0,58.0
12,4.0,12.0,619.0,337.0,9.0,15.0
13,30.0,0,34.0,557.0,20.0,3.0
14,1.0,0,47.0,91.0,3.0,1.0
15,36.0,52.0,1365.0,480.0,27.0,36.0
16,11.0,1.0,15.0,170.0,18.0,1.0
17,16.0,0,10.0,164.0,12.0,0
18,18.0,0,6.0,153.0,31.0,5.0
19,170.0,464.0,864.0,473.0,209.0,383.0
20,30.0,26.0,493.0,331.0,21.0,17.0
21,70.0,13.0,117.0,419.0,43.0,44.0
22,33.0,0,145.0,587.0,19.0,2.0
23,35.0,2.0,3.0,140.0,43.0,2.0
24,74.0,35.0,824.0,971.0,89.0,30.0
25,66.0,0,15.0,1171.0,61.0,1.0
26,22.0,0,10.0,101.0,21.0,0
27,5.0,0,23.0,127.0,9.0,0
28,7.0,3.0,18.0,153.0,24.0,7.0
29,45.0,11.0,15.0,35.0,40.0,10.0
30,10.0,0,23.0,148.0,11.0,0
31,7.0,3.0,133.0,724.0,7.0,0
32,11.0,0,289.0,850.0,37.0,16.0
33,293.0,433.0,526.0,541.0,258.0,351.0
34,34.0,3.0,149.0,587.0,13.0,7.0
35,172.0,2.0,21.0,420.0,173.0,0
36,56.0,62.0,853.0,544.0,71.0,97.0
37,8.0,0,2.0,94.0,6.0,1.0
38,7.0,5.0,1474.0,727.0,1.0,3.0
39,5.0,2.0,804.0,954.0,9.0,13.0
40,37.0,50.0,1450.0,707.0,53.0,45.0
41,41.0,0,5.0,85.0,34.0,1.0
42,20.0,10.0,1.0,42.0,11.0,4.0
43,1.0,0,31.0,139.0,1.0,0
44,53.0,19.0,73.0,299.0,50.0,21.0
45,45.0,29.0,1336.0,461.0,35.0,32.0
46,188.0,1.0,3.0,663.0,165.0,1.0
47,41.0,96.0,1222.0,809.0,37.0,77.0
48,2.0,1.0,50.0,91.0,8.0,4.0
49,12.0,15.0,13.0,59.0,24.0,26.0
50,13.0,23.0,349.0,278.0,12.0,13.0
51,1.0,1.0,2.0,101.0,1.0,0
52,55.0,1.0,8.0,107.0,27.0,3.0
53,11.0,0,195.0,860.0,32.0,2.0
54,360.0,1233.0,133.0,147.0,535.0,1000.0
55,57.0,64.0,989.0,806.0,80.0,58.0
56,90.0,2.0,27.0,487.0,20.0,0
57,203.0,416.0,784.0,363.0,243.0,364.0
58,16.0,0,9.0,887.0,102.0,1.0
59,210.0,3.0,18.0,715.0,97.0,0
60,2.0,0,67.0,134.0,5.0,2.0
61,99.0,7.0,85.0,1119.0,96.0,5.0
62,21.0,3.0,93.0,509.0,26.0,4.0
63,19.0,0,291.0,1108.0,12.0,1.0
64,10.0,0,7.0,1061.0,16.0,0
65,43.0,0,19.0,548.0,40.0,2.0
66,49.0,3.0,78.0,360.0,6.0,8.0
67,11.0,7.0,358.0,795.0,6.0,6.0
68,3.0,0,6.0,174.0,8.0,0
69,23.0,1.0,7.0,128.0,32.0,3.0
70,32.0,3.0,3.0,108.0,32.0,0
71,51.0,1.0,4.0,75.0,30.0,11.0
72,27.0,0,74.0,460.0,21.0,2.0
73,3.0,0,28.0,171.0,2.0,0
74,207.0,176.0,591.0,875.0,181.0,189.0
75,28.0,2.0,50.0,796.0,6.0,0
76,27.0,6.0,151.0,177.0,34.0,14.0
77,3.0,2.0,4.0,173.0,6.0,2.0
78,101.0,1.0,28.0,476.0,29.0,0
79,32.0,20.0,611.0,309.0,32.0,28.0
80,6.0,8.0,29.0,46.0,12.0,1.0
81,6.0,7.0,719.0,682.0,23.0,25.0
82,2.0,0,25.0,154.0,1.0,0
83,3.0,0,11.0,86.0,2.0,0
84,127.0,29.0,263.0,703.0,64.0,49.0
85,8.0,2.0,65.0,443.0,14.0,2.0
86,58.0,1.0,6.0,112.0,47.0,1.0
87,16.0,20.0,1405.0,531.0,26.0,29.0
88,37.0,3.0,666.0,740.0,36.0,4.0
89,20.0,0,27.0,177.0,40.0,2.0
90,38.0,22.0,1442.0,518.0,25.0,9.0
91,4.0,9.0,1493.0,738.0,9.0,12.0
92,12.0,0,251.0,929.0,1.0,0
93,5.0,29.0,1377.0,750.0,3.0,9.0
94,202.0,0,5.0,431.0,302.0,2.0
95,142.0,16.0,5.0,406.0,122.0,2.0
96,39.0,1.0,291.0,957.0,50.0,10.0
97,229.0,62.0,26.0,408.0,151.0,40.0
98,6.0,0,1513.0,1028.0,1.0,0
99,139.0,7.0,298.0,906.0,54.0,9.0
100,126.0,36.0,61.0,488.0,30.0,50.0
