,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,9.0,6.0,2.0,10.0,59.4,11885.0,79.7,46.55,15.0,13.0
2,28.0,13.0,54.0,79.0,,,,7,24.0,36.0
3,47.0,16.0,39.0,81.0,63.0,22988.0,90.0,47.5,36.0,12.0
4,1.0,0,485.0,348.0,0.0,0.0,0.0,0.0,3.0,0
5,31.0,3.0,36.0,91.0,,,,7,24.0,6.0
6,9.0,0,31.0,96.0,,,,7,29.0,6.0
7,82.0,84.0,933.0,775.0,0.0,0.0,0.0,0.0,98.0,126.0
8,35.0,24.0,40.0,89.0,,,,7,73.0,15.0
9,5.0,0,31.0,88.0,,,,7,2.0,0
10,83.0,22.0,126.0,152.0,63.0,22988.0,90.0,47.5,50.0,13.0
11,9.0,1.0,23.0,763.0,,,,7,16.0,0
12,31.0,23.0,151.0,415.0,63.0,22988.0,90.0,47.5,40.0,37.0
13,9.0,0,38.0,79.0,,,,7,13.0,7.0
14,146.0,0,9.0,596.0,67.5,42362.0,79.2,53.9,155.0,4.0
15,13.0,0,19.0,66.0,,,,7,17.0,2.0
16,8.0,11.0,11.0,67.0,,,,7,36.0,11.0
17,24.0,16.0,989.0,707.0,,,,7,38.0,33.0
18,57.0,1.0,12.0,194.0,,,,7,55.0,3.0
19,27.0,8.0,33.0,129.0,0.0,0.0,0.0,0.0,6.0,7.0
20,220.0,373.0,709.0,401.0,,,,7,340.0,477.0
21,7.0,17.0,1139.0,962.0,0.0,0.0,0.0,0.0,5.0,7.0
22,4.0,0,198.0,528.0,63.0,22988.0,90.0,47.5,1.0,0
23,46.0,90.0,1199.0,1070.0,0.0,0.0,0.0,0.0,72.0,132.0
24,7.0,0,446.0,344.0,,,,7,5.0,4.0
25,54.0,0,4.0,784.0,,,,7,51.0,0
26,12.0,3.0,1004.0,544.0,,,,7,4.0,4.0
27,4.0,1.0,844.0,563.0,70.9,7096.0,79.1,47.05,6.0,2.0
28,261.0,340.0,989.0,809.0,0.0,0.0,0.0,0.0,402.0,432.0
29,92.0,137.0,1449.0,1251.0,0.0,0.0,0.0,0.0,51.0,110.0
30,2.0,0,199.0,673.0,63.0,22988.0,90.0,47.5,18.0,3.0
31,12.0,5.0,94.0,130.0,,,,7,32.0,18.0
32,62.0,23.0,143.0,446.0,63.0,22988.0,90.0,47.5,83.0,12.0
33,108.0,146.0,362.0,369.0,0.0,0.0,0.0,0.0,107.0,100.0
34,32.0,4.0,42.0,416.0,,,,7,77.0,4.0
35,33.0,23.0,157.0,105.0,,,,7,34.0,28.0
36,3.0,4.0,1061.0,588.0,,,,7,7.0,2.0
37,13.0,2.0,10.0,667.0,66.9,53170.0,84.1,53.95,26.0,3.0
38,6.0,12.0,57.0,137.0,,,,7,9.0,21.0
39,4.0,16.0,47.0,70.0,,,,7,10.0,6.0
40,29.0,3.0,8.0,27.0,,,,7,22.0,5.0
41,54.0,83.0,1161.0,730.0,,,,7,76.0,94.0
42,246.0,556.0,553.0,393.0,,,,7,358.0,592.0
43,72.0,8.0,23.0,101.0,0.0,0.0,0.0,0.0,39.0,4.0
44,15.0,33.0,145.0,104.0,,,,7,17.0,34.0
45,10.0,17.0,154.0,133.0,,,,7,15.0,13.0
46,1.0,2.0,696.0,418.0,,,,7,3.0,2.0
47,25.0,20.0,837.0,737.0,70.9,7096.0,79.1,47.05,22.0,13.0
48,4.0,8.0,1237.0,780.0,,,,7,6.0,11.0
49,5.0,0,124.0,176.0,,,,7,8.0,0
50,80.0,0,4.0,485.0,66.7,37482.0,74.0,47.5,65.0,2.0
51,111.0,147.0,874.0,670.0,0.0,0.0,0.0,0.0,96.0,105.0
52,33.0,29.0,1375.0,929.0,,,,7,13.0,19.0
53,9.0,0,38.0,79.0,,,,7,2.0,1.0
54,6.0,12.0,485.0,430.0,,,,7,11.0,19.0
55,21.0,24.0,139.0,152.0,,,,7,10.0,2.0
56,34.0,12.0,11.0,59.0,67.4,14191.0,77.7,43.0,30.0,33.0
57,14.0,2.0,141.0,169.0,,,,7,13.0,9.0
58,164.0,10.0,161.0,425.0,63.0,22988.0,90.0,47.5,138.0,22.0
59,6.0,2.0,95.0,208.0,,,,7,16.0,4.0
60,10.0,11.0,705.0,387.0,,,,7,13.0,8.0
61,10.0,2.0,40.0,69.0,,,,7,13.0,0
62,32.0,0,54.0,91.0,,,,7,58.0,13.0
