,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,19.0,0,3.0,135.0,67.5,23570.0,75.0,51.849999999999994,24.0,1.0
2,17.0,0,3.0,232.0,63.1,105815.0,84.9,46.6,91.0,0
3,40.0,0,38.0,1109.0,67.2,24345.0,88.0,56.65,6.0,15.0
4,1.0,0,5.0,104.0,66.6,64171.0,86.5,55.45,1.0,0
5,99.0,3.0,0,131.0,63.1,105815.0,84.9,46.6,74.0,0
6,67.0,0,23.0,1121.0,70.0,7191.0,58.5,44.8,51.0,3.0
7,125.0,0,3.0,942.0,68.8,11250.0,58.7,54.95,164.0,0
8,82.0,55.0,446.0,495.0,69.8,14671.0,80.1,51.55,72.0,160.0
9,27.0,1.0,79.0,1450.0,71.5,44738.0,86.8,54.900000000000006,45.0,5.0
10,314.0,40.0,1.0,282.0,72.0,15745.0,71.0,53.099999999999994,184.0,60.0
11,38.0,1.0,30.0,1111.0,67.2,24345.0,88.0,56.65,43.0,0
12,21.0,3.0,188.0,375.0,61.1,2211.0,71.5,37.05,17.0,21.0
13,14.0,0,12.0,1363.0,70.0,7191.0,58.5,44.8,68.0,1.0
14,4.0,0,2.0,189.0,71.5,23579.0,76.7,55.3,9.0,0
15,140.0,4.0,249.0,1769.0,75.5,11291.0,79.8,60.95,87.0,34.0
16,1.0,0,3.0,195.0,63.1,105815.0,84.9,46.6,12.0,0
17,8.0,0,4.0,198.0,73.1,13458.0,75.4,56.1,39.0,0
18,24.0,0,5.0,134.0,,,,7,18.0,0
19,158.0,156.0,337.0,485.0,61.1,2211.0,71.5,37.05,133.0,318.0
20,67.0,23.0,74.0,356.0,67.2,24345.0,88.0,56.65,60.0,62.0
21,149.0,0,42.0,718.0,66.4,20162.0,76.7,43.0,175.0,10.0
22,24.0,2.0,11.0,675.0,70.3,20562.0,68.6,55.7,28.0,0
23,53.0,2.0,5.0,143.0,73.1,13458.0,75.4,56.1,24.0,1.0
24,171.0,6.0,40.0,1510.0,71.5,44738.0,86.8,54.900000000000006,52.0,31.0
25,163.0,0,4.0,1770.0,69.9,34603.0,71.3,49.4,93.0,0
26,5.0,0,4.0,122.0,70.3,20562.0,68.6,55.7,8.0,0
27,7.0,0,3.0,131.0,73.1,13458.0,75.4,56.1,9.0,0
28,8.0,0,4.0,185.0,70.3,20562.0,68.6,55.7,1.0,0
29,57.0,0,1.0,19.0,71.5,23579.0,76.7,55.3,39.0,3.0
30,28.0,0,4.0,276.0,63.1,105815.0,84.9,46.6,14.0,0
31,45.0,0,44.0,1060.0,70.0,7191.0,58.5,44.8,11.0,0
32,11.0,0,23.0,1275.0,70.0,7191.0,58.5,44.8,45.0,0
33,432.0,23.0,16.0,979.0,67.2,24345.0,88.0,56.65,435.0,138.0
34,41.0,0,34.0,949.0,66.4,20162.0,76.7,43.0,51.0,9.0
35,150.0,3.0,2.0,650.0,69.7,64158.0,70.5,56.0,75.0,8.0
36,110.0,3.0,73.0,1024.0,67.2,24345.0,88.0,56.65,103.0,3.0
37,11.0,0,5.0,104.0,66.6,64171.0,86.5,55.45,16.0,0
38,11.0,0,505.0,752.0,77.0,8797.0,82.5,66.05,21.0,6.0
39,30.0,0,41.0,1689.0,67.2,24345.0,88.0,56.65,25.0,0
40,28.0,4.0,503.0,775.0,67.2,24345.0,88.0,56.65,44.0,18.0
41,50.0,0,5.0,109.0,73.3,30862.0,84.6,59.5,37.0,2.0
42,34.0,0,0,39.0,71.5,23579.0,76.7,55.3,31.0,2.0
43,7.0,0,5.0,247.0,75.5,11291.0,79.8,60.95,11.0,0
44,66.0,1.0,40.0,573.0,73.0,13735.0,65.9,53.0,100.0,10.0
45,119.0,2.0,252.0,1811.0,81.1,55119.0,90.8,60.6,103.0,4.0
46,303.0,0,0,955.0,70.3,28280.0,69.9,49.45,472.0,1.0
47,19.0,1.0,229.0,1371.0,67.2,24345.0,88.0,56.65,48.0,8.0
48,16.0,1.0,2.0,216.0,73.2,42495.0,83.4,57.0,14.0,0
49,9.0,1.0,0,84.0,73.1,13458.0,75.4,56.1,3.0,3.0
50,5.0,0,42.0,608.0,67.2,24345.0,88.0,56.65,11.0,2.0
51,2.0,0,5.0,114.0,66.6,64171.0,86.5,55.45,1.0,0
52,74.0,2.0,2.0,101.0,73.1,13458.0,75.4,56.1,70.0,0
53,107.0,0,8.0,1278.0,70.0,7191.0,58.5,44.8,60.0,0
54,1538.0,238.0,15.0,347.0,77.0,8797.0,82.5,66.05,1100.0,758.0
55,226.0,0,42.0,1257.0,67.2,24345.0,88.0,56.65,145.0,11.0
56,107.0,0,5.0,614.0,69.7,64158.0,70.5,56.0,67.0,0
57,205.0,242.0,236.0,316.0,61.1,2211.0,71.5,37.05,149.0,357.0
58,51.0,0,5.0,1321.0,70.0,7191.0,58.5,44.8,80.0,0
59,117.0,1.0,4.0,1023.0,69.9,34603.0,71.3,49.4,159.0,2.0
60,4.0,0,4.0,277.0,67.5,23570.0,75.0,51.849999999999994,1.0,1.0
61,323.0,2.0,9.0,1193.0,69.9,34603.0,71.3,49.4,175.0,5.0
62,22.0,0,43.0,842.0,73.5,12183.0,69.8,49.95,22.0,0
63,100.0,0,24.0,2058.0,70.0,7191.0,58.5,44.8,63.0,2.0
64,36.0,0,1.0,1383.0,70.3,28280.0,69.9,49.45,52.0,0
65,146.0,0,3.0,768.0,69.7,64158.0,70.5,56.0,53.0,0
66,43.0,0,2.0,515.0,66.4,20162.0,76.7,43.0,27.0,3.0
67,41.0,2.0,12.0,1143.0,70.8,16774.0,69.1,52.65,15.0,4.0
68,3.0,0,5.0,173.0,73.1,13458.0,75.4,56.1,6.0,0
69,19.0,0,3.0,143.0,63.1,105815.0,84.9,46.6,21.0,0
70,5.0,0,2.0,143.0,73.1,13458.0,75.4,56.1,11.0,0
71,52.0,5.0,0,107.0,73.3,30862.0,84.6,59.5,61.0,19.0
72,36.0,1.0,10.0,680.0,69.9,34603.0,71.3,49.4,42.0,13.0
73,155.0,3.0,44.0,1696.0,71.5,44738.0,86.8,54.900000000000006,317.0,9.0
74,59.0,0,6.0,1107.0,70.0,7191.0,58.5,44.8,30.0,0
75,22.0,1.0,3.0,526.0,75.5,11291.0,79.8,60.95,26.0,0
76,16.0,0,5.0,149.0,,,,7,17.0,0
77,37.0,2.0,3.0,684.0,69.7,64158.0,70.5,56.0,17.0,10.0
78,82.0,11.0,180.0,314.0,61.1,2211.0,71.5,37.05,56.0,37.0
79,30.0,0,2.0,123.0,72.4,99034.0,87.4,54.45,56.0,4.0
80,16.0,0,13.0,1042.0,70.0,7191.0,58.5,44.8,9.0,0
81,84.0,0,34.0,1173.0,67.2,24345.0,88.0,56.65,25.0,3.0
82,5.0,0,4.0,269.0,67.5,23570.0,75.0,51.849999999999994,3.0,0
83,8.0,0,3.0,176.0,70.0,10013.0,69.1,55.3,1.0,0
