,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,83.0,60.0,149.0,99.0,71.2,43203.0,80.6,55.2,60.0,115.0
2,87.0,56.0,322.0,377.0,71.5,110771.0,84.8,57.2,77.0,76.0
3,86.0,50.0,182.0,148.0,64.6,207468.0,87.1,49.2,79.0,158.0
4,216.0,91.0,65.0,412.0,71.8,13355.0,76.0,55.55,142.0,108.0
5,22.0,22.0,490.0,389.0,72.4,48718.0,86.7,57.1,26.0,62.0
6,58.0,29.0,451.0,334.0,71.2,43203.0,80.6,55.2,99.0,26.0
7,288.0,235.0,4039.0,1303.0,76.7,204902.0,91.1,61.400000000000006,276.0,495.0
8,12.0,4.0,644.0,735.0,66.1,15608.0,85.0,56.650000000000006,15.0,8.0
9,210.0,271.0,2649.0,978.0,76.7,204902.0,91.1,61.400000000000006,143.0,255.0
10,52.0,65.0,2291.0,962.0,76.7,204902.0,91.1,61.400000000000006,53.0,87.0
11,45.0,51.0,404.0,369.0,66.1,15608.0,85.0,56.650000000000006,47.0,68.0
12,31.0,20.0,897.0,497.0,68.9,22236.0,87.3,59.150000000000006,47.0,62.0
13,368.0,537.0,706.0,765.0,71.5,110771.0,84.8,57.2,747.0,1877.0
14,60.0,23.0,129.0,196.0,70.0,36729.0,89.5,58.7,49.0,12.0
15,133.0,550.0,1657.0,1523.0,75.4,48472.0,91.3,59.400000000000006,101.0,124.0
16,129.0,78.0,104.0,75.0,69.9,291097.0,88.7,52.0,143.0,107.0
17,127.0,63.0,272.0,353.0,72.4,48718.0,86.7,57.1,129.0,78.0
18,105.0,8.0,51.0,202.0,66.1,15608.0,85.0,56.650000000000006,73.0,26.0
19,10.0,37.0,431.0,388.0,75.4,48472.0,91.3,59.400000000000006,11.0,29.0
20,8.0,11.0,182.0,504.0,68.8,91375.0,85.2,56.7,20.0,26.0
21,37.0,31.0,1829.0,582.0,72.4,48718.0,86.7,57.1,10.0,21.0
22,230.0,149.0,1909.0,1588.0,68.7,71470.0,83.7,50.2,254.0,209.0
23,5.0,7.0,332.0,315.0,75.4,48472.0,91.3,59.400000000000006,11.0,5.0
24,32.0,24.0,921.0,1077.0,74.0,50844.0,83.6,53.35,23.0,29.0
25,762.0,697.0,1490.0,1142.0,75.4,48472.0,91.3,59.400000000000006,757.0,777.0
26,175.0,5.0,199.0,942.0,71.8,13355.0,76.0,55.55,58.0,16.0
27,14.0,9.0,1119.0,957.0,64.6,207468.0,87.1,49.2,11.0,12.0
28,83.0,96.0,1961.0,690.0,76.7,204902.0,91.1,61.400000000000006,54.0,136.0
29,83.0,7.0,50.0,245.0,66.1,15608.0,85.0,56.650000000000006,88.0,11.0
30,701.0,2248.0,704.0,630.0,76.7,204902.0,91.1,61.400000000000006,589.0,3291.0
31,111.0,34.0,645.0,744.0,68.9,22236.0,87.3,59.150000000000006,94.0,58.0
32,56.0,107.0,285.0,449.0,68.9,22236.0,87.3,59.150000000000006,70.0,129.0
33,19.0,1.0,145.0,263.0,71.5,110771.0,84.8,57.2,32.0,1.0
34,52.0,83.0,157.0,263.0,69.8,58842.0,87.6,56.25,67.0,106.0
35,142.0,50.0,161.0,885.0,71.8,13355.0,76.0,55.55,104.0,59.0
36,70.0,27.0,69.0,180.0,66.1,15608.0,85.0,56.650000000000006,27.0,59.0
37,18.0,7.0,759.0,616.0,67.1,118136.0,85.0,51.1,23.0,34.0
38,202.0,397.0,843.0,723.0,64.6,207468.0,87.1,49.2,214.0,489.0
39,191.0,484.0,1545.0,1501.0,74.0,50844.0,83.6,53.35,229.0,279.0
40,69.0,38.0,494.0,410.0,68.9,22236.0,87.3,59.150000000000006,8.0,64.0
41,8.0,18.0,38.0,86.0,70.0,36729.0,89.5,58.7,24.0,17.0
42,41.0,120.0,612.0,529.0,76.7,204902.0,91.1,61.400000000000006,51.0,58.0
43,23.0,21.0,220.0,362.0,71.5,110771.0,84.8,57.2,23.0,11.0
44,22.0,15.0,429.0,1022.0,71.8,13355.0,76.0,55.55,12.0,23.0
45,275.0,301.0,123.0,263.0,63.5,117866.0,92.5,50.15,332.0,424.0
46,277.0,373.0,439.0,552.0,64.6,207468.0,87.1,49.2,228.0,336.0
47,62.0,61.0,1192.0,627.0,68.9,22236.0,87.3,59.150000000000006,35.0,83.0
48,30.0,94.0,1766.0,589.0,72.4,48718.0,86.7,57.1,9.0,67.0
49,13.0,8.0,435.0,552.0,63.5,117866.0,92.5,50.15,7.0,6.0
50,113.0,2.0,45.0,555.0,66.1,75903.0,80.9,49.15,136.0,2.0
51,63.0,13.0,153.0,507.0,66.9,60220.0,88.2,55.2,38.0,23.0
52,85.0,70.0,1478.0,1263.0,75.4,48472.0,91.3,59.400000000000006,98.0,65.0
53,138.0,90.0,922.0,962.0,71.5,110771.0,84.8,57.2,92.0,100.0
54,8.0,6.0,71.0,258.0,66.1,15608.0,85.0,56.650000000000006,5.0,5.0
55,470.0,1593.0,791.0,649.0,76.7,204902.0,91.1,61.400000000000006,387.0,1969.0
56,21.0,6.0,191.0,583.0,66.9,60220.0,88.2,55.2,4.0,4.0
57,53.0,13.0,1978.0,1337.0,67.1,118136.0,85.0,51.1,61.0,20.0
58,23.0,6.0,88.0,310.0,68.8,91375.0,85.2,56.7,25.0,8.0
59,25.0,19.0,420.0,561.0,63.5,117866.0,92.5,50.15,45.0,12.0
60,80.0,23.0,849.0,968.0,71.8,13355.0,76.0,55.55,25.0,19.0
61,61.0,10.0,181.0,769.0,71.8,13355.0,76.0,55.55,5.0,12.0
62,137.0,52.0,1361.0,1208.0,64.6,207468.0,87.1,49.2,131.0,109.0
63,27.0,72.0,1933.0,750.0,72.4,48718.0,86.7,57.1,39.0,76.0
64,23.0,0,165.0,539.0,66.1,15608.0,85.0,56.650000000000006,2.0,0
65,4.0,7.0,74.0,110.0,70.0,36729.0,89.5,58.7,2.0,1.0
66,163.0,45.0,1515.0,1547.0,71.8,13355.0,76.0,55.55,139.0,104.0
67,73.0,96.0,698.0,417.0,71.5,110771.0,84.8,57.2,80.0,104.0
68,219.0,88.0,992.0,1488.0,71.8,13355.0,76.0,55.55,123.0,65.0
69,380.0,40.0,67.0,491.0,71.1,28248.0,78.0,52.05,255.0,197.0
70,6.0,11.0,4335.0,1612.0,76.7,204902.0,91.1,61.400000000000006,33.0,19.0
71,2.0,0,613.0,746.0,63.5,117866.0,92.5,50.15,3.0,0
72,16.0,3.0,540.0,662.0,68.9,22236.0,87.3,59.150000000000006,82.0,17.0
73,63.0,23.0,304.0,406.0,68.9,22236.0,87.3,59.150000000000006,43.0,19.0
74,33.0,48.0,353.0,347.0,0.0,0.0,0.0,0.0,34.0,80.0
75,196.0,141.0,664.0,820.0,68.8,91375.0,85.2,56.7,53.0,25.0
76,193.0,115.0,1278.0,1150.0,71.5,110771.0,84.8,57.2,130.0,148.0
77,148.0,182.0,881.0,716.0,66.4,153584.0,90.4,49.3,159.0,255.0
78,55.0,19.0,218.0,424.0,71.5,110771.0,84.8,57.2,16.0,22.0
79,36.0,67.0,1587.0,1213.0,70.9,37867.0,84.7,52.3,47.0,80.0
80,35.0,33.0,78.0,97.0,72.4,48718.0,86.7,57.1,32.0,52.0
81,28.0,3.0,327.0,1078.0,68.7,71470.0,83.7,50.2,40.0,11.0
82,126.0,187.0,4639.0,1851.0,71.9,41944.0,85.7,57.599999999999994,118.0,222.0
83,73.0,36.0,25.0,115.0,72.9,12076.0,79.0,49.45,54.0,56.0
84,95.0,52.0,935.0,956.0,68.8,91375.0,85.2,56.7,96.0,45.0
85,96.0,59.0,389.0,514.0,68.9,22236.0,87.3,59.150000000000006,88.0,77.0
86,9.0,1.0,345.0,504.0,63.5,117866.0,92.5,50.15,1.0,1.0
87,7.0,0,48.0,72.0,71.2,19489.0,86.4,57.8,2.0,0
88,10.0,0,103.0,346.0,72.9,12076.0,79.0,49.45,8.0,0
