,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,40.0,20.0,690.0,290.0,70.5,423934.0,87.5,55.55,29.0,12.0
2,915.0,2298.0,872.0,801.0,67.0,357110.0,91.8,54.349999999999994,795.0,2739.0
3,37.0,86.0,2785.0,1291.0,67.0,357110.0,91.8,54.349999999999994,23.0,65.0
4,13.0,28.0,165.0,264.0,68.2,40733.0,86.6,52.9,25.0,27.0
5,80.0,243.0,6040.0,4488.0,54.1,1464570.0,80.0,30.5,86.0,357.0
6,811.0,821.0,5014.0,3588.0,54.1,1464570.0,80.0,30.5,539.0,674.0
7,41.0,80.0,2848.0,1403.0,67.0,357110.0,91.8,54.349999999999994,15.0,70.0
8,127.0,74.0,145.0,160.0,66.4,44505.0,86.5,54.849999999999994,86.0,110.0
9,37.0,33.0,2155.0,1283.0,69.2,284293.0,87.3,52.5,26.0,34.0
10,171.0,126.0,5442.0,4114.0,54.1,1464570.0,80.0,30.5,188.0,155.0
11,38.0,33.0,2573.0,1120.0,67.2,53709.0,87.6,53.5,25.0,14.0
12,20.0,11.0,177.0,286.0,66.4,44505.0,86.5,54.849999999999994,18.0,8.0
13,8.0,51.0,485.0,256.0,65.3,6090.0,86.9,50.8,9.0,60.0
14,45.0,8.0,152.0,240.0,67.2,53709.0,87.6,53.5,65.0,7.0
15,130.0,205.0,856.0,528.0,70.5,423934.0,87.5,55.55,101.0,264.0
16,627.0,461.0,5107.0,3658.0,54.1,1464570.0,80.0,30.5,563.0,539.0
17,133.0,103.0,8.0,45.0,66.7,85237.0,86.2,53.05,105.0,159.0
18,36.0,104.0,2475.0,1167.0,66.9,202481.0,89.5,53.35,42.0,86.0
19,52.0,12.0,100.0,173.0,67.4,46095.0,80.9,55.5,14.0,56.0
20,13.0,2.0,15.0,51.0,71.0,37236.0,82.8,54.9,7.0,6.0
21,81.0,50.0,148.0,237.0,68.2,40733.0,86.6,52.9,83.0,137.0
22,41.0,18.0,90.0,33.0,65.3,6090.0,86.9,50.8,71.0,27.0
23,16.0,14.0,950.0,522.0,70.5,423934.0,87.5,55.55,15.0,19.0
24,16.0,1.0,70.0,93.0,65.5,40749.0,88.8,48.599999999999994,15.0,0
25,193.0,115.0,2701.0,1206.0,67.0,357110.0,91.8,54.349999999999994,134.0,177.0
26,82.0,26.0,30.0,58.0,72.2,45258.0,85.2,58.75,86.0,46.0
27,11.0,7.0,54.0,95.0,68.7,145242.0,84.3,56.1,2.0,3.0
28,10.0,40.0,359.0,289.0,67.0,357110.0,91.8,54.349999999999994,28.0,9.0
29,45.0,34.0,106.0,193.0,67.4,46095.0,80.9,55.5,11.0,53.0
30,71.0,87.0,2802.0,1357.0,67.0,357110.0,91.8,54.349999999999994,24.0,47.0
31,46.0,56.0,91.0,167.0,62.7,5155.0,80.7,41.1,28.0,36.0
32,86.0,376.0,418.0,136.0,69.5,27466.0,88.9,52.5,40.0,374.0
33,105.0,359.0,596.0,417.0,70.5,423934.0,87.5,55.55,80.0,375.0
34,62.0,40.0,656.0,379.0,66.2,140829.0,85.0,50.650000000000006,63.0,78.0
35,90.0,350.0,5933.0,4478.0,54.1,1464570.0,80.0,30.5,51.0,211.0
36,96.0,8.0,2531.0,1099.0,67.2,53709.0,87.6,53.5,59.0,38.0
37,5.0,2.0,371.0,282.0,70.5,423934.0,87.5,55.55,15.0,18.0
38,102.0,369.0,1133.0,430.0,65.3,6090.0,86.9,50.8,73.0,435.0
39,32.0,88.0,61.0,79.0,68.5,35386.0,83.7,48.85,23.0,110.0
40,27.0,3.0,13.0,46.0,66.3,40940.0,89.2,56.8,24.0,1.0
41,55.0,32.0,96.0,182.0,68.7,88673.0,87.5,52.650000000000006,47.0,50.0
42,67.0,79.0,943.0,376.0,73.0,56779.0,92.2,57.25,106.0,75.0
43,56.0,59.0,5855.0,4410.0,54.1,1464570.0,80.0,30.5,34.0,63.0
44,1.0,11.0,454.0,335.0,68.5,35386.0,83.7,48.85,4.0,7.0
45,77.0,234.0,1609.0,1177.0,73.0,56779.0,92.2,57.25,40.0,205.0
46,24.0,25.0,438.0,311.0,68.5,35386.0,83.7,48.85,48.0,45.0
47,2450.0,3508.0,2060.0,1835.0,68.0,774470.0,92.9,55.45,2071.0,3659.0
48,36.0,24.0,334.0,156.0,69.7,48913.0,87.2,53.849999999999994,7.0,26.0
49,27.0,5.0,78.0,160.0,71.0,37236.0,82.8,54.9,25.0,12.0
50,28.0,3.0,2.0,13.0,63.9,36385.0,86.0,48.3,27.0,12.0
51,47.0,23.0,40.0,125.0,71.0,37236.0,82.8,54.9,44.0,22.0
52,128.0,78.0,701.0,327.0,66.3,90167.0,84.9,53.45,104.0,98.0
53,46.0,46.0,115.0,193.0,67.2,133297.0,83.3,49.75,13.0,19.0
54,1.0,2.0,537.0,184.0,68.7,17483.0,89.1,55.2,5.0,2.0
55,12.0,5.0,340.0,216.0,71.0,37236.0,82.8,54.9,17.0,6.0
56,52.0,17.0,215.0,257.0,68.7,88673.0,87.5,52.650000000000006,32.0,35.0
57,26.0,7.0,8.0,31.0,62.7,5155.0,80.7,41.1,40.0,1.0
58,115.0,89.0,2442.0,961.0,69.3,35171.0,85.4,51.4,88.0,161.0
59,11.0,7.0,256.0,250.0,68.5,35386.0,83.7,48.85,9.0,14.0
60,174.0,270.0,2706.0,1267.0,64.3,83364.0,87.0,49.599999999999994,138.0,364.0
61,169.0,317.0,600.0,296.0,75.3,24094.0,80.9,61.2,214.0,491.0
62,7.0,11.0,414.0,113.0,69.5,27466.0,88.9,52.5,15.0,32.0
63,12.0,21.0,428.0,144.0,69.5,27466.0,88.9,52.5,28.0,29.0
64,15.0,17.0,408.0,105.0,69.7,48913.0,87.2,53.849999999999994,22.0,17.0
65,15.0,4.0,0,0,70.0,39773.0,87.4,56.05,3.0,5.0
