,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,38.0,14.0,590.0,342.0,70.9,420626.0,86.8,56.650000000000006,40.0,20.0
2,823.0,2592.0,878.0,756.0,66.9,357516.0,91.4,54.9,915.0,2298.0
3,28.0,96.0,3091.0,1204.0,66.9,357516.0,91.4,54.9,37.0,86.0
4,12.0,34.0,195.0,286.0,67.4,40819.0,85.5,53.85,13.0,28.0
5,51.0,172.0,6229.0,4158.0,54.2,1454290.0,79.4,30.849999999999998,80.0,243.0
6,803.0,618.0,5313.0,3272.0,54.2,1454290.0,79.4,30.849999999999998,811.0,821.0
7,32.0,49.0,3088.0,1354.0,66.9,357516.0,91.4,54.9,41.0,80.0
8,97.0,57.0,213.0,206.0,68.0,45076.0,86.9,56.0,127.0,74.0
9,15.0,20.0,2032.0,1136.0,69.5,281570.0,87.0,52.900000000000006,37.0,33.0
10,134.0,95.0,5473.0,3862.0,54.2,1454290.0,79.4,30.849999999999998,171.0,126.0
11,17.0,35.0,2914.0,959.0,67.3,53909.0,87.3,53.95,38.0,33.0
12,43.0,29.0,163.0,217.0,68.0,45076.0,86.9,56.0,20.0,11.0
13,8.0,29.0,453.0,160.0,66.5,6099.0,86.1,51.75,8.0,51.0
14,53.0,6.0,87.0,239.0,67.3,53909.0,87.3,53.95,45.0,8.0
15,103.0,266.0,705.0,467.0,70.9,420626.0,86.8,56.650000000000006,130.0,205.0
16,575.0,344.0,5224.0,3421.0,54.2,1454290.0,79.4,30.849999999999998,627.0,461.0
17,141.0,62.0,6.0,53.0,66.6,85853.0,85.8,53.5,133.0,103.0
18,38.0,87.0,2785.0,1076.0,66.5,202221.0,89.0,53.4,36.0,104.0
19,42.0,23.0,170.0,221.0,66.5,46171.0,80.8,55.0,52.0,12.0
20,5.0,8.0,3.0,39.0,71.3,36836.0,81.6,55.150000000000006,13.0,2.0
21,128.0,103.0,147.0,180.0,67.4,40819.0,85.5,53.85,81.0,50.0
22,42.0,33.0,101.0,40.0,66.5,6099.0,86.1,51.75,41.0,18.0
23,14.0,32.0,884.0,502.0,70.9,420626.0,86.8,56.650000000000006,16.0,14.0
24,22.0,2.0,80.0,143.0,66.5,41227.0,88.3,50.650000000000006,16.0,1.0
25,127.0,67.0,3026.0,1145.0,66.9,357516.0,91.4,54.9,193.0,115.0
26,71.0,41.0,13.0,64.0,72.7,44827.0,85.4,59.1,82.0,26.0
27,32.0,2.0,75.0,83.0,68.5,143173.0,83.8,57.75,11.0,7.0
28,14.0,66.0,373.0,385.0,66.9,357516.0,91.4,54.9,10.0,40.0
29,29.0,33.0,194.0,246.0,66.5,46171.0,80.8,55.0,45.0,34.0
30,36.0,159.0,3031.0,1252.0,66.9,357516.0,91.4,54.9,71.0,87.0
31,23.0,47.0,91.0,163.0,64.4,5370.0,80.7,46.150000000000006,46.0,56.0
32,91.0,394.0,425.0,116.0,70.1,27728.0,89.1,54.150000000000006,86.0,376.0
33,110.0,273.0,638.0,400.0,70.9,420626.0,86.8,56.650000000000006,105.0,359.0
34,27.0,41.0,620.0,297.0,66.1,141298.0,83.6,51.05,62.0,40.0
35,61.0,346.0,6055.0,4148.0,54.2,1454290.0,79.4,30.849999999999998,90.0,350.0
36,93.0,12.0,2753.0,991.0,67.3,53909.0,87.3,53.95,96.0,8.0
37,4.0,2.0,336.0,296.0,70.9,420626.0,86.8,56.650000000000006,5.0,2.0
38,70.0,382.0,1010.0,299.0,66.5,6099.0,86.1,51.75,102.0,369.0
39,37.0,101.0,55.0,71.0,70.8,34990.0,83.1,49.650000000000006,32.0,88.0
40,73.0,3.0,16.0,89.0,66.2,41072.0,88.9,57.1,27.0,3.0
