,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,38.0,14.0,590.0,342.0,40.0,20.0
2,823.0,2592.0,878.0,756.0,915.0,2298.0
3,28.0,96.0,3091.0,1204.0,37.0,86.0
4,12.0,34.0,195.0,286.0,13.0,28.0
5,51.0,172.0,6229.0,4158.0,80.0,243.0
6,803.0,618.0,5313.0,3272.0,811.0,821.0
7,32.0,49.0,3088.0,1354.0,41.0,80.0
8,97.0,57.0,213.0,206.0,127.0,74.0
9,15.0,20.0,2032.0,1136.0,37.0,33.0
10,134.0,95.0,5473.0,3862.0,171.0,126.0
11,17.0,35.0,2914.0,959.0,38.0,33.0
12,43.0,29.0,163.0,217.0,20.0,11.0
13,8.0,29.0,453.0,160.0,8.0,51.0
14,53.0,6.0,87.0,239.0,45.0,8.0
15,103.0,266.0,705.0,467.0,130.0,205.0
16,575.0,344.0,5224.0,3421.0,627.0,461.0
17,141.0,62.0,6.0,53.0,133.0,103.0
18,38.0,87.0,2785.0,1076.0,36.0,104.0
19,42.0,23.0,170.0,221.0,52.0,12.0
20,5.0,8.0,3.0,39.0,13.0,2.0
21,128.0,103.0,147.0,180.0,81.0,50.0
22,42.0,33.0,101.0,40.0,41.0,18.0
23,14.0,32.0,884.0,502.0,16.0,14.0
24,22.0,2.0,80.0,143.0,16.0,1.0
25,127.0,67.0,3026.0,1145.0,193.0,115.0
26,71.0,41.0,13.0,64.0,82.0,26.0
27,32.0,2.0,75.0,83.0,11.0,7.0
28,14.0,66.0,373.0,385.0,10.0,40.0
29,29.0,33.0,194.0,246.0,45.0,34.0
30,36.0,159.0,3031.0,1252.0,71.0,87.0
31,23.0,47.0,91.0,163.0,46.0,56.0
32,91.0,394.0,425.0,116.0,86.0,376.0
33,110.0,273.0,638.0,400.0,105.0,359.0
34,27.0,41.0,620.0,297.0,62.0,40.0
35,61.0,346.0,6055.0,4148.0,90.0,350.0
36,93.0,12.0,2753.0,991.0,96.0,8.0
37,4.0,2.0,336.0,296.0,5.0,2.0
38,70.0,382.0,1010.0,299.0,102.0,369.0
39,37.0,101.0,55.0,71.0,32.0,88.0
40,73.0,3.0,16.0,89.0,27.0,3.0
41,1.0,3.0,96.0,179.0,4.0,5.0
42,59.0,10.0,67.0,178.0,55.0,32.0
43,64.0,88.0,999.0,232.0,67.0,79.0
44,23.0,83.0,5936.0,4116.0,56.0,59.0
45,1.0,1.0,466.0,246.0,1.0,11.0
46,64.0,343.0,1362.0,1035.0,77.0,234.0
47,16.0,21.0,446.0,228.0,24.0,25.0
48,2349.0,3910.0,1658.0,1647.0,2450.0,3508.0
49,18.0,35.0,446.0,150.0,36.0,24.0
50,21.0,5.0,72.0,109.0,27.0,5.0
51,28.0,0,9.0,9.0,28.0,3.0
52,32.0,11.0,51.0,98.0,47.0,23.0
53,70.0,49.0,740.0,225.0,128.0,78.0
54,29.0,34.0,67.0,127.0,46.0,46.0
55,3.0,0,546.0,158.0,1.0,2.0
56,9.0,0,402.0,168.0,12.0,5.0
57,39.0,15.0,198.0,223.0,52.0,17.0
58,66.0,11.0,6.0,74.0,26.0,7.0
59,128.0,132.0,2745.0,875.0,115.0,89.0
60,2.0,3.0,324.0,188.0,11.0,7.0
61,257.0,241.0,3029.0,1060.0,174.0,270.0
62,218.0,285.0,587.0,269.0,169.0,317.0
63,3.0,10.0,427.0,134.0,7.0,11.0
64,22.0,15.0,457.0,133.0,12.0,21.0
65,21.0,18.0,419.0,116.0,15.0,17.0
66,3.0,3.0,0,0,15.0,4.0
