,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,7.0,0,0,221.0,19.0,0
2,30.0,0,4.0,179.0,17.0,0
3,34.0,0,55.0,1189.0,40.0,0
4,1.0,0,0,71.0,1.0,0
5,62.0,0,4.0,142.0,99.0,3.0
6,52.0,0,2.0,1214.0,67.0,0
7,261.0,2.0,0,863.0,125.0,0
8,97.0,47.0,315.0,567.0,82.0,55.0
9,48.0,0,59.0,1653.0,27.0,1.0
10,302.0,5.0,4.0,461.0,314.0,40.0
11,60.0,0,34.0,1132.0,38.0,1.0
12,9.0,1.0,105.0,526.0,21.0,3.0
13,100.0,4.0,2.0,1112.0,14.0,0
14,13.0,0,0,157.0,4.0,0
15,126.0,0,157.0,1298.0,140.0,4.0
16,5.0,0,4.0,210.0,1.0,0
17,11.0,0,5.0,184.0,8.0,0
18,4.0,0,2.0,111.0,24.0,0
19,144.0,86.0,287.0,691.0,158.0,156.0
20,47.0,8.0,73.0,453.0,67.0,23.0
21,238.0,1.0,8.0,800.0,149.0,0
22,57.0,0,4.0,854.0,24.0,2.0
23,50.0,0,3.0,146.0,53.0,2.0
24,159.0,0,38.0,1699.0,171.0,6.0
25,84.0,0,10.0,1873.0,163.0,0
26,23.0,0,0,185.0,5.0,0
27,12.0,0,5.0,131.0,7.0,0
28,7.0,0,0,292.0,8.0,0
29,38.0,0,0,59.0,57.0,0
30,10.0,0,4.0,264.0,28.0,0
31,85.0,1.0,13.0,1216.0,45.0,0
32,39.0,0,3.0,1178.0,11.0,0
33,515.0,32.0,21.0,1161.0,432.0,23.0
34,49.0,0,19.0,1002.0,41.0,0
35,176.0,1.0,5.0,763.0,150.0,3.0
36,93.0,15.0,49.0,1153.0,110.0,3.0
37,24.0,0,0,71.0,11.0,0
38,8.0,0,381.0,914.0,11.0,0
39,27.0,0,35.0,1738.0,30.0,0
40,36.0,3.0,378.0,980.0,28.0,4.0
41,14.0,0,0,102.0,50.0,0
42,49.0,0,0,71.0,34.0,0
43,8.0,0,1.0,226.0,7.0,0
44,72.0,2.0,7.0,730.0,66.0,1.0
45,58.0,0,157.0,1365.0,119.0,2.0
46,284.0,0,3.0,1058.0,303.0,0
47,61.0,0,161.0,1581.0,19.0,1.0
48,2.0,0,0,120.0,16.0,1.0
49,8.0,0,2.0,70.0,9.0,1.0
50,10.0,0,34.0,634.0,5.0,0
51,71.0,1.0,4.0,116.0,74.0,2.0
52,52.0,0,6.0,1370.0,107.0,0
53,1139.0,154.0,3.0,263.0,1538.0,238.0
54,204.0,0,54.0,1509.0,226.0,0
55,143.0,0,7.0,785.0,107.0,0
56,283.0,216.0,138.0,340.0,205.0,242.0
57,165.0,0,11.0,1371.0,51.0,0
58,218.0,0,6.0,1089.0,117.0,1.0
59,9.0,0,1.0,181.0,4.0,0
60,221.0,0,8.0,1495.0,323.0,2.0
61,66.0,0,14.0,975.0,22.0,0
62,31.0,0,7.0,1849.0,100.0,0
63,56.0,0,7.0,1504.0,36.0,0
64,162.0,0,5.0,916.0,146.0,0
65,39.0,0,4.0,684.0,43.0,0
66,13.0,0,3.0,1299.0,41.0,2.0
67,5.0,0,4.0,134.0,3.0,0
68,9.0,0,4.0,121.0,19.0,0
69,13.0,2.0,3.0,132.0,5.0,0
70,51.0,0,0,65.0,52.0,5.0
71,60.0,2.0,3.0,985.0,36.0,1.0
72,8.0,0,3.0,171.0,4.0,0
73,278.0,2.0,37.0,1551.0,155.0,3.0
74,42.0,1.0,11.0,1364.0,59.0,0
75,29.0,1.0,0,488.0,22.0,1.0
76,11.0,0,2.0,116.0,16.0,0
77,60.0,4.0,3.0,868.0,37.0,2.0
78,142.0,18.0,88.0,393.0,82.0,11.0
79,7.0,0,0,71.0,30.0,0
80,15.0,0,6.0,1154.0,16.0,0
81,23.0,0,53.0,1296.0,84.0,0
82,7.0,0,0,266.0,5.0,0
83,30.0,0,0,123.0,8.0,0
84,166.0,0,6.0,1138.0,189.0,12.0
85,33.0,0,7.0,894.0,65.0,0
86,42.0,0,0,132.0,42.0,3.0
87,21.0,0,155.0,1482.0,34.0,0
88,41.0,0,52.0,1361.0,18.0,0
89,43.0,0,4.0,208.0,6.0,0
90,48.0,3.0,162.0,1437.0,45.0,9.0
91,14.0,1.0,380.0,961.0,7.0,2.0
92,10.0,0,7.0,1686.0,69.0,0
93,35.0,1.0,391.0,1056.0,19.0,19.0
94,330.0,1.0,5.0,894.0,434.0,0
95,191.0,0,5.0,541.0,250.0,0
96,104.0,0,3.0,1424.0,92.0,0
97,324.0,0,6.0,839.0,136.0,3.0
98,6.0,0,354.0,1545.0,11.0,0
99,105.0,1.0,5.0,1622.0,127.0,1.0
100,188.0,0,3.0,911.0,147.0,1.0
101,34.0,0,0,235.0,11.0,0
102,74.0,4.0,62.0,1647.0,34.0,0
103,13.0,0,34.0,817.0,15.0,0
104,13.0,0,4.0,148.0,26.0,0
105,3.0,0,173.0,1869.0,6.0,0
106,53.0,0,1.0,255.0,51.0,0
107,4.0,0,1.0,215.0,8.0,0
108,7.0,0,181.0,1372.0,3.0,0
109,57.0,4.0,0,172.0,66.0,0
110,16.0,0,20.0,878.0,12.0,0
111,73.0,0,2.0,505.0,55.0,2.0
112,12.0,2.0,3.0,178.0,11.0,0
113,310.0,3.0,3.0,1064.0,142.0,1.0
114,18.0,0,7.0,1412.0,35.0,0
115,53.0,0,63.0,1230.0,16.0,1.0
