,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,9.0,0,0,0,,,,7,37.0,1.0
2,16.0,4.0,37.0,124.0,0.0,0.0,0.0,0.0,7.0,0
3,34.0,0,45.0,128.0,63.1,22705.0,87.5,46.65,35.0,1.0
4,7.0,1.0,120.0,366.0,0.0,0.0,0.0,0.0,8.0,2.0
5,57.0,7.0,20.0,94.0,0.0,0.0,0.0,0.0,26.0,0
6,3.0,0,28.0,163.0,0.0,0.0,0.0,0.0,5.0,0
7,71.0,41.0,285.0,798.0,0.0,0.0,0.0,0.0,67.0,44.0
8,35.0,0,32.0,93.0,0.0,0.0,0.0,0.0,38.0,3.0
9,18.0,0,1.0,62.0,0.0,0.0,0.0,0.0,14.0,5.0
10,37.0,3.0,185.0,351.0,63.1,22705.0,87.5,46.65,71.0,4.0
11,12.0,0,8.0,676.0,0.0,0.0,0.0,0.0,5.0,0
12,36.0,20.0,180.0,568.0,63.1,22705.0,87.5,46.65,67.0,12.0
13,3.0,4.0,34.0,166.0,0.0,0.0,0.0,0.0,4.0,1.0
14,143.0,0,0,450.0,71.8,44058.0,75.6,58.45,98.0,0
15,18.0,1.0,6.0,70.0,0.0,0.0,0.0,0.0,18.0,3.0
16,18.0,0,26.0,104.0,0.0,0.0,0.0,0.0,22.0,0
17,14.0,5.0,249.0,664.0,0.0,0.0,0.0,0.0,39.0,11.0
18,33.0,2.0,2.0,242.0,43.9,12591.0,88.9,24.65,45.0,0
19,8.0,0,9.0,184.0,0.0,0.0,0.0,0.0,3.0,1.0
20,148.0,69.0,219.0,401.0,0.0,0.0,0.0,0.0,191.0,98.0
21,4.0,4.0,377.0,1005.0,0.0,0.0,0.0,0.0,12.0,1.0
22,15.0,12.0,189.0,837.0,63.1,22705.0,87.5,46.65,5.0,0
23,83.0,18.0,317.0,1201.0,0.0,0.0,0.0,0.0,89.0,12.0
24,6.0,2.0,88.0,303.0,0.0,0.0,0.0,0.0,4.0,0
25,78.0,0,0,1011.0,0.0,0.0,0.0,0.0,64.0,0
26,13.0,0,253.0,452.0,0.0,0.0,0.0,0.0,6.0,0
27,5.0,0,546.0,738.0,63.6,7754.0,74.6,43.7,3.0,0
28,281.0,102.0,285.0,819.0,0.0,0.0,0.0,0.0,376.0,157.0
29,79.0,33.0,428.0,1322.0,0.0,0.0,0.0,0.0,123.0,55.0
30,17.0,0,204.0,1059.0,63.1,22705.0,87.5,46.65,17.0,0
