,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,7.0,0,0,221.0,68.1,23382.0,73.7,50.95,19.0,0
2,30.0,0,4.0,179.0,64.0,104240.0,84.7,47.85,17.0,0
3,34.0,0,55.0,1189.0,69.8,24459.0,88.4,60.0,40.0,0
4,1.0,0,0,71.0,66.0,64028.0,85.2,55.45,1.0,0
5,62.0,0,4.0,142.0,64.0,104240.0,84.7,47.85,99.0,3.0
6,52.0,0,2.0,1214.0,67.8,7234.0,57.2,43.400000000000006,67.0,0
7,261.0,2.0,0,863.0,66.3,11395.0,56.8,54.25,125.0,0
8,97.0,47.0,315.0,567.0,71.9,14471.0,77.9,52.849999999999994,82.0,55.0
9,48.0,0,59.0,1653.0,74.2,43075.0,86.5,57.55,27.0,1.0
10,302.0,5.0,4.0,461.0,70.1,15667.0,70.0,51.35,314.0,40.0
11,60.0,0,34.0,1132.0,69.8,24459.0,88.4,60.0,38.0,1.0
12,9.0,1.0,105.0,526.0,56.0,2278.0,69.6,37.4,21.0,3.0
13,100.0,4.0,2.0,1112.0,67.8,7234.0,57.2,43.400000000000006,14.0,0
14,13.0,0,0,157.0,68.8,23300.0,73.8,55.6,4.0,0
15,126.0,0,157.0,1298.0,74.0,11506.0,80.6,58.55,140.0,4.0
16,5.0,0,4.0,210.0,64.0,104240.0,84.7,47.85,1.0,0
17,11.0,0,5.0,184.0,73.0,13428.0,74.4,53.900000000000006,8.0,0
18,4.0,0,2.0,111.0,72.1,14117.0,82.6,64.0,24.0,0
19,144.0,86.0,287.0,691.0,56.0,2278.0,69.6,37.4,158.0,156.0
20,47.0,8.0,73.0,453.0,69.8,24459.0,88.4,60.0,67.0,23.0
21,238.0,1.0,8.0,800.0,67.1,20405.0,76.5,43.7,149.0,0
22,57.0,0,4.0,854.0,70.1,20636.0,67.2,55.65,24.0,2.0
23,50.0,0,3.0,146.0,73.0,13428.0,74.4,53.900000000000006,53.0,2.0
24,159.0,0,38.0,1699.0,74.2,43075.0,86.5,57.55,171.0,6.0
25,84.0,0,10.0,1873.0,69.6,34416.0,70.2,49.900000000000006,163.0,0
26,23.0,0,0,185.0,70.1,20636.0,67.2,55.65,5.0,0
27,12.0,0,5.0,131.0,73.0,13428.0,74.4,53.900000000000006,7.0,0
28,7.0,0,0,292.0,70.1,20636.0,67.2,55.65,8.0,0
29,38.0,0,0,59.0,68.8,23300.0,73.8,55.6,57.0,0
30,10.0,0,4.0,264.0,64.0,104240.0,84.7,47.85,28.0,0
31,85.0,1.0,13.0,1216.0,67.8,7234.0,57.2,43.400000000000006,45.0,0
32,39.0,0,3.0,1178.0,67.8,7234.0,57.2,43.400000000000006,11.0,0
33,515.0,32.0,21.0,1161.0,69.8,24459.0,88.4,60.0,432.0,23.0
34,49.0,0,19.0,1002.0,67.1,20405.0,76.5,43.7,41.0,0
35,176.0,1.0,5.0,763.0,71.0,64406.0,71.2,57.2,150.0,3.0
36,93.0,15.0,49.0,1153.0,69.8,24459.0,88.4,60.0,110.0,3.0
37,24.0,0,0,71.0,66.0,64028.0,85.2,55.45,11.0,0
38,8.0,0,381.0,914.0,75.7,8807.0,79.0,62.400000000000006,11.0,0
39,27.0,0,35.0,1738.0,69.8,24459.0,88.4,60.0,30.0,0
40,36.0,3.0,378.0,980.0,69.8,24459.0,88.4,60.0,28.0,4.0
41,14.0,0,0,102.0,72.0,30992.0,83.2,60.5,50.0,0
42,49.0,0,0,71.0,68.8,23300.0,73.8,55.6,34.0,0
43,8.0,0,1.0,226.0,74.0,11506.0,80.6,58.55,7.0,0
