,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,15.0,13.0,0,13.0,61.8,11792.0,79.3,44.15,11.0,7.0
2,24.0,36.0,98.0,145.0,,,,7,22.0,31.0
3,36.0,12.0,51.0,89.0,62.1,22992.0,89.5,45.6,55.0,19.0
4,3.0,0,629.0,508.0,0.0,0.0,0.0,0.0,4.0,5.0
5,24.0,6.0,46.0,143.0,,,,7,26.0,15.0
6,29.0,6.0,66.0,144.0,0.0,0.0,0.0,0.0,21.0,6.0
7,98.0,126.0,1015.0,960.0,0.0,0.0,0.0,0.0,132.0,79.0
8,73.0,15.0,41.0,130.0,,,,7,47.0,12.0
9,2.0,0,24.0,80.0,,,,7,7.0,0
10,50.0,13.0,148.0,234.0,62.1,22992.0,89.5,45.6,71.0,66.0
11,16.0,0,49.0,778.0,0.0,0.0,0.0,0.0,6.0,0
12,40.0,37.0,153.0,417.0,62.1,22992.0,89.5,45.6,30.0,26.0
13,13.0,7.0,67.0,96.0,0.0,0.0,0.0,0.0,12.0,0
14,155.0,4.0,29.0,518.0,68.2,41835.0,78.8,54.25,174.0,0
15,17.0,2.0,57.0,106.0,,,,7,26.0,6.0
16,36.0,11.0,30.0,72.0,0.0,0.0,0.0,0.0,26.0,11.0
17,38.0,33.0,1186.0,982.0,0.0,0.0,0.0,0.0,34.0,35.0
18,55.0,3.0,16.0,226.0,43.7,14183.0,89.6,23.9,34.0,3.0
19,6.0,7.0,79.0,175.0,0.0,0.0,0.0,0.0,5.0,7.0
20,340.0,477.0,772.0,530.0,0.0,0.0,0.0,0.0,377.0,350.0
21,5.0,7.0,1111.0,1042.0,0.0,0.0,0.0,0.0,8.0,4.0
22,1.0,0,191.0,574.0,62.1,22992.0,89.5,45.6,4.0,1.0
23,72.0,132.0,1311.0,1259.0,0.0,0.0,0.0,0.0,98.0,91.0
24,5.0,4.0,596.0,498.0,0.0,0.0,0.0,0.0,6.0,9.0
25,51.0,0,7.0,549.0,,,,7,89.0,24.0
26,4.0,4.0,1136.0,791.0,0.0,0.0,0.0,0.0,9.0,7.0
27,6.0,2.0,1061.0,781.0,68.9,7034.0,80.6,49.85,3.0,1.0
28,402.0,432.0,1010.0,845.0,0.0,0.0,0.0,0.0,495.0,307.0
29,51.0,110.0,1499.0,1410.0,0.0,0.0,0.0,0.0,82.0,56.0
30,18.0,3.0,191.0,774.0,62.1,22992.0,89.5,45.6,8.0,6.0
31,32.0,18.0,138.0,166.0,0.0,0.0,0.0,0.0,15.0,8.0
32,83.0,12.0,172.0,430.0,62.1,22992.0,89.5,45.6,58.0,25.0
33,107.0,100.0,331.0,299.0,0.0,0.0,0.0,0.0,119.0,80.0
34,77.0,4.0,36.0,399.0,43.7,14183.0,89.6,23.9,44.0,4.0
35,34.0,28.0,245.0,205.0,,,,7,41.0,18.0
36,7.0,2.0,1231.0,851.0,0.0,0.0,0.0,0.0,10.0,7.0
37,26.0,3.0,31.0,672.0,66.1,52930.0,84.1,53.5,42.0,0
38,9.0,21.0,111.0,207.0,,,,7,14.0,10.0
39,10.0,6.0,35.0,60.0,0.0,0.0,0.0,0.0,8.0,7.0
40,22.0,5.0,8.0,9.0,0.0,0.0,0.0,0.0,46.0,40.0
41,76.0,94.0,1411.0,1075.0,0.0,0.0,0.0,0.0,155.0,134.0
42,358.0,592.0,696.0,539.0,0.0,0.0,0.0,0.0,504.0,535.0
43,39.0,4.0,18.0,157.0,0.0,0.0,0.0,0.0,123.0,20.0
44,17.0,34.0,265.0,226.0,,,,7,26.0,13.0
45,15.0,13.0,208.0,196.0,,,,7,45.0,33.0
46,3.0,2.0,855.0,622.0,,,,7,12.0,4.0
47,22.0,13.0,1076.0,996.0,68.9,7034.0,80.6,49.85,46.0,34.0
48,6.0,11.0,1497.0,1159.0,,,,7,4.0,4.0
49,8.0,0,204.0,263.0,,,,7,6.0,3.0
50,65.0,2.0,1.0,247.0,67.4,37137.0,75.2,47.6,94.0,2.0
51,96.0,105.0,950.0,817.0,0.0,0.0,0.0,0.0,111.0,68.0
52,13.0,19.0,1690.0,1329.0,0.0,0.0,0.0,0.0,26.0,20.0
53,2.0,1.0,68.0,102.0,,,,7,8.0,0
54,11.0,19.0,506.0,386.0,0.0,0.0,0.0,0.0,6.0,5.0
55,10.0,2.0,300.0,291.0,,,,7,3.0,1.0
56,30.0,33.0,17.0,46.0,64.4,13990.0,74.9,40.9,46.0,34.0
57,13.0,9.0,221.0,265.0,,,,7,9.0,8.0
58,138.0,22.0,158.0,537.0,62.1,22992.0,89.5,45.6,170.0,33.0
59,16.0,4.0,137.0,294.0,,,,7,47.0,44.0
60,13.0,8.0,886.0,607.0,,,,7,4.0,22.0
61,13.0,0,46.0,98.0,,,,7,5.0,1.0
62,58.0,13.0,122.0,120.0,,,,7,15.0,0
63,25.0,2.0,570.0,443.0,,,,7,6.0,6.0
64,39.0,39.0,1573.0,1471.0,0.0,0.0,0.0,0.0,37.0,40.0
65,52.0,2.0,668.0,553.0,0.0,0.0,0.0,0.0,57.0,4.0
66,79.0,3.0,16.0,186.0,43.7,14183.0,89.6,23.9,22.0,7.0
67,50.0,1.0,18.0,128.0,0.0,0.0,0.0,0.0,38.0,4.0
68,19.0,22.0,1233.0,885.0,0.0,0.0,0.0,0.0,35.0,26.0
69,17.0,16.0,51.0,119.0,78.8,25619.0,90.6,57.599999999999994,12.0,7.0
70,8.0,9.0,1199.0,813.0,0.0,0.0,0.0,0.0,24.0,16.0
71,238.0,252.0,1437.0,1288.0,0.0,0.0,0.0,0.0,307.0,270.0
72,116.0,1.0,39.0,345.0,43.7,14183.0,89.6,23.9,103.0,8.0
73,1.0,2.0,1110.0,1038.0,0.0,0.0,0.0,0.0,2.0,5.0
74,43.0,7.0,46.0,157.0,,,,7,41.0,10.0
75,66.0,26.0,146.0,241.0,,,,7,76.0,37.0
76,62.0,1.0,37.0,826.0,,,,7,86.0,1.0
77,137.0,1.0,2.0,226.0,,,,7,105.0,0
78,61.0,62.0,527.0,483.0,0.0,0.0,0.0,0.0,84.0,47.0
79,104.0,1.0,42.0,620.0,0.0,0.0,0.0,0.0,108.0,8.0
80,4.0,4.0,17.0,18.0,0.0,0.0,0.0,0.0,9.0,9.0
81,272.0,236.0,790.0,686.0,0.0,0.0,0.0,0.0,169.0,211.0
82,196.0,196.0,1301.0,1213.0,0.0,0.0,0.0,0.0,221.0,182.0
83,3.0,3.0,53.0,48.0,0.0,0.0,0.0,0.0,15.0,2.0
84,405.0,28.0,10.0,448.0,66.1,52930.0,84.1,53.5,322.0,27.0
85,124.0,143.0,478.0,404.0,0.0,0.0,0.0,0.0,106.0,73.0
86,85.0,1.0,32.0,544.0,,,,7,97.0,1.0
87,24.0,23.0,171.0,206.0,68.9,7034.0,80.6,49.85,46.0,23.0
88,110.0,0,3.0,253.0,,,,7,134.0,1.0
89,109.0,10.0,34.0,589.0,43.7,14183.0,89.6,23.9,79.0,8.0
90,41.0,26.0,280.0,225.0,,,,7,44.0,48.0
91,14.0,15.0,1148.0,1072.0,0.0,0.0,0.0,0.0,6.0,5.0
92,1.0,2.0,264.0,254.0,,,,7,7.0,10.0
93,27.0,33.0,211.0,143.0,0.0,0.0,0.0,0.0,39.0,40.0
94,4.0,0,1233.0,846.0,0.0,0.0,0.0,0.0,7.0,5.0
95,3.0,1.0,11.0,114.0,0.0,0.0,0.0,0.0,4.0,4.0
96,13.0,12.0,1142.0,1067.0,0.0,0.0,0.0,0.0,9.0,8.0
97,1.0,4.0,82.0,54.0,0.0,0.0,0.0,0.0,1.0,0
98,6.0,9.0,951.0,917.0,0.0,0.0,0.0,0.0,4.0,6.0
99,7.0,18.0,278.0,248.0,,,,7,18.0,18.0
100,2.0,2.0,115.0,287.0,,,,7,3.0,0
101,1.0,8.0,1218.0,831.0,0.0,0.0,0.0,0.0,2.0,1.0
102,12.0,6.0,28.0,90.0,,,,7,2.0,2.0
103,1.0,3.0,1686.0,1525.0,0.0,0.0,0.0,0.0,1.0,0
104,3.0,1.0,21.0,193.0,0.0,0.0,0.0,0.0,5.0,1.0
105,16.0,28.0,271.0,227.0,,,,7,16.0,16.0
106,17.0,43.0,231.0,197.0,0.0,0.0,0.0,0.0,27.0,53.0
107,1.0,5.0,1140.0,783.0,0.0,0.0,0.0,0.0,3.0,2.0
108,16.0,29.0,256.0,203.0,,,,7,15.0,21.0
109,2.0,0,137.0,686.0,62.1,22992.0,89.5,45.6,2.0,0
110,52.0,88.0,72.0,157.0,62.1,17403.0,85.0,51.099999999999994,59.0,57.0
111,89.0,89.0,89.0,334.0,62.1,22992.0,89.5,45.6,101.0,100.0
112,2.0,2.0,188.0,457.0,67.6,91519.0,91.6,55.3,12.0,7.0
113,3.0,2.0,116.0,234.0,,,,7,0,1.0
114,14.0,13.0,276.0,206.0,,,,7,7.0,5.0
115,15.0,20.0,252.0,189.0,0.0,0.0,0.0,0.0,20.0,14.0
116,5.0,5.0,426.0,401.0,72.2,38014.0,85.9,51.0,17.0,8.0
