,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,20.0,0,46.0,114.0,15.0,2.0
2,23.0,1.0,12.0,113.0,20.0,0
3,6.0,16.0,780.0,703.0,7.0,13.0
4,1.0,0,12.0,65.0,0,1.0
5,36.0,1.0,12.0,82.0,45.0,3.0
6,11.0,7.0,375.0,551.0,21.0,12.0
7,207.0,6.0,7.0,435.0,170.0,2.0
8,105.0,164.0,833.0,539.0,156.0,114.0
9,16.0,9.0,747.0,785.0,15.0,8.0
10,69.0,54.0,69.0,126.0,106.0,52.0
11,58.0,58.0,550.0,540.0,75.0,47.0
12,20.0,3.0,58.0,620.0,9.0,2.0
13,3.0,1.0,42.0,98.0,3.0,4.0
14,27.0,36.0,1115.0,656.0,43.0,36.0
15,18.0,1.0,21.0,185.0,6.0,0
16,12.0,0,13.0,174.0,8.0,2.0
17,31.0,5.0,14.0,128.0,14.0,2.0
18,209.0,383.0,717.0,493.0,287.0,247.0
19,21.0,17.0,446.0,381.0,38.0,14.0
20,43.0,44.0,139.0,202.0,46.0,32.0
21,19.0,2.0,214.0,522.0,7.0,0
22,43.0,2.0,4.0,99.0,20.0,3.0
23,89.0,30.0,848.0,854.0,59.0,30.0
24,61.0,1.0,22.0,994.0,3.0,1.0
25,21.0,0,14.0,140.0,17.0,0
26,24.0,7.0,40.0,163.0,9.0,1.0
27,40.0,10.0,31.0,66.0,17.0,2.0
28,11.0,0,24.0,167.0,16.0,0
29,7.0,0,183.0,295.0,5.0,1.0
30,37.0,16.0,347.0,526.0,36.0,14.0
31,258.0,351.0,644.0,679.0,563.0,375.0
32,13.0,7.0,212.0,358.0,28.0,7.0
33,173.0,0,5.0,319.0,147.0,1.0
34,71.0,97.0,741.0,613.0,59.0,54.0
35,6.0,1.0,12.0,65.0,16.0,7.0
36,1.0,3.0,1273.0,845.0,2.0,2.0
37,9.0,13.0,762.0,895.0,16.0,11.0
38,53.0,45.0,1249.0,829.0,45.0,26.0
39,34.0,1.0,19.0,83.0,30.0,2.0
