,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,73.0,111.0,178.0,169.0,66.9,42567.0,83.9,50.4,66.0,41.0
2,149.0,184.0,510.0,718.0,70.7,112062.0,85.4,55.349999999999994,192.0,122.0
3,251.0,245.0,327.0,386.0,63.8,200872.0,88.9,49.0,319.0,126.0
4,147.0,89.0,234.0,305.0,68.3,13029.0,80.8,51.15,120.0,96.0
5,43.0,18.0,509.0,629.0,72.4,48482.0,90.7,56.7,53.0,9.0
6,85.0,73.0,490.0,425.0,66.9,42567.0,83.9,50.4,71.0,37.0
7,529.0,538.0,6249.0,5201.0,74.8,215667.0,92.9,59.900000000000006,894.0,381.0
8,6.0,6.0,1462.0,1695.0,69.5,15257.0,85.9,57.05,17.0,2.0
9,268.0,274.0,4947.0,3842.0,74.8,215667.0,92.9,59.900000000000006,381.0,232.0
10,125.0,70.0,2286.0,2558.0,74.8,215667.0,92.9,59.900000000000006,184.0,57.0
11,254.0,238.0,566.0,536.0,69.5,15257.0,85.9,57.05,252.0,98.0
12,184.0,77.0,937.0,1047.0,67.0,22070.0,90.3,56.0,108.0,25.0
13,2675.0,2735.0,1606.0,2408.0,70.7,112062.0,85.4,55.349999999999994,4853.0,2528.0
14,97.0,123.0,177.0,188.0,64.3,36007.0,88.6,51.75,100.0,56.0
15,125.0,158.0,2666.0,2298.0,73.8,50769.0,91.9,55.9,145.0,78.0
16,310.0,199.0,558.0,801.0,67.7,294575.0,89.2,49.05,269.0,152.0
17,123.0,117.0,498.0,603.0,72.4,48482.0,90.7,56.7,109.0,56.0
18,96.0,80.0,257.0,262.0,69.5,15257.0,85.9,57.05,139.0,71.0
19,50.0,64.0,710.0,837.0,73.8,50769.0,91.9,55.9,101.0,16.0
20,26.0,12.0,798.0,1031.0,67.9,91494.0,85.9,54.45,12.0,54.0
21,49.0,32.0,1687.0,1955.0,72.4,48482.0,90.7,56.7,94.0,16.0
22,205.0,195.0,2237.0,1828.0,69.5,71262.0,85.7,48.65,187.0,131.0
23,215.0,173.0,518.0,599.0,73.8,50769.0,91.9,55.9,483.0,84.0
24,83.0,76.0,2149.0,1752.0,73.0,52239.0,87.1,50.55,131.0,52.0
25,1238.0,1688.0,902.0,891.0,73.8,50769.0,91.9,55.9,1716.0,1300.0
26,101.0,137.0,494.0,808.0,68.3,13029.0,80.8,51.15,165.0,132.0
27,59.0,56.0,2149.0,2898.0,63.8,200872.0,88.9,49.0,61.0,17.0
28,272.0,153.0,2045.0,2391.0,74.8,215667.0,92.9,59.900000000000006,375.0,71.0
29,148.0,126.0,187.0,292.0,69.5,15257.0,85.9,57.05,181.0,59.0
30,3300.0,4525.0,1032.0,1095.0,74.8,215667.0,92.9,59.900000000000006,6025.0,3970.0
31,225.0,133.0,1211.0,1281.0,67.0,22070.0,90.3,56.0,237.0,91.0
32,30.0,65.0,549.0,683.0,67.0,22070.0,90.3,56.0,32.0,52.0
33,4.0,3.0,382.0,428.0,70.7,112062.0,85.4,55.349999999999994,9.0,3.0
34,167.0,91.0,593.0,814.0,67.5,58599.0,89.3,51.7,137.0,76.0
35,235.0,111.0,548.0,623.0,68.3,13029.0,80.8,51.15,153.0,64.0
36,39.0,102.0,336.0,396.0,69.5,15257.0,85.9,57.05,23.0,64.0
37,14.0,42.0,584.0,658.0,64.1,114799.0,87.2,48.6,29.0,28.0
38,1253.0,942.0,3384.0,3625.0,63.8,200872.0,88.9,49.0,1559.0,568.0
39,131.0,136.0,2381.0,1927.0,73.0,52239.0,87.1,50.55,219.0,113.0
40,68.0,66.0,757.0,905.0,67.0,22070.0,90.3,56.0,115.0,29.0
41,20.0,11.0,154.0,116.0,64.3,36007.0,88.6,51.75,20.0,26.0
42,84.0,105.0,702.0,799.0,74.8,215667.0,92.9,59.900000000000006,82.0,23.0
43,634.0,467.0,437.0,680.0,70.7,112062.0,85.4,55.349999999999994,719.0,353.0
44,60.0,33.0,614.0,947.0,68.3,13029.0,80.8,51.15,62.0,24.0
45,441.0,430.0,423.0,576.0,62.0,122421.0,94.1,48.3,426.0,372.0
46,474.0,454.0,1291.0,1616.0,63.8,200872.0,88.9,49.0,492.0,211.0
47,208.0,208.0,673.0,864.0,67.0,22070.0,90.3,56.0,172.0,91.0
48,23.0,19.0,1700.0,1981.0,72.4,48482.0,90.7,56.7,39.0,13.0
49,5.0,4.0,800.0,918.0,62.0,122421.0,94.1,48.3,2.0,0
50,122.0,66.0,339.0,339.0,63.6,73726.0,84.1,47.3,189.0,46.0
51,20.0,20.0,364.0,395.0,65.8,59460.0,90.2,53.349999999999994,6.0,6.0
52,84.0,116.0,2331.0,1890.0,73.8,50769.0,91.9,55.9,55.0,31.0
53,201.0,129.0,4265.0,4763.0,70.7,112062.0,85.4,55.349999999999994,252.0,91.0
54,23.0,8.0,285.0,238.0,69.5,15257.0,85.9,57.05,42.0,6.0
55,1603.0,1504.0,1092.0,1446.0,74.8,215667.0,92.9,59.900000000000006,2909.0,651.0
56,1.0,6.0,444.0,611.0,65.8,59460.0,90.2,53.349999999999994,11.0,3.0
57,29.0,25.0,2561.0,2147.0,64.1,114799.0,87.2,48.6,37.0,26.0
58,73.0,45.0,286.0,396.0,67.9,91494.0,85.9,54.45,98.0,55.0
59,40.0,50.0,878.0,1064.0,62.0,122421.0,94.1,48.3,44.0,21.0
60,68.0,27.0,667.0,829.0,68.3,13029.0,80.8,51.15,35.0,11.0
61,26.0,55.0,434.0,671.0,68.3,13029.0,80.8,51.15,42.0,17.0
62,280.0,160.0,4348.0,4736.0,63.8,200872.0,88.9,49.0,242.0,79.0
63,150.0,60.0,1924.0,2244.0,72.4,48482.0,90.7,56.7,287.0,47.0
64,9.0,5.0,461.0,594.0,69.5,15257.0,85.9,57.05,11.0,5.0
65,5.0,9.0,163.0,148.0,64.3,36007.0,88.6,51.75,11.0,3.0
66,40.0,38.0,2332.0,1939.0,68.3,13029.0,80.8,51.15,48.0,52.0
67,177.0,178.0,595.0,670.0,70.7,112062.0,85.4,55.349999999999994,170.0,123.0
