,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,24.0,1.0,6.0,122.0,66.9,23604.0,76.1,49.75,15.0,2.0
2,91.0,0,1.0,191.0,62.3,107706.0,85.6,45.85,23.0,0
3,6.0,15.0,217.0,1089.0,67.4,24541.0,88.7,55.05,7.0,18.0
4,1.0,0,21.0,101.0,65.3,64303.0,86.9,53.400000000000006,2.0,0
5,74.0,0,1.0,185.0,62.3,107706.0,85.6,45.85,61.0,2.0
6,51.0,3.0,74.0,1066.0,63.8,7158.0,62.9,46.9,38.0,0
7,164.0,0,8.0,951.0,69.4,11154.0,57.4,54.45,144.0,0
8,72.0,160.0,799.0,434.0,70.1,14586.0,82.3,52.85,70.0,229.0
9,45.0,5.0,336.0,1326.0,73.2,45880.0,87.3,54.8,46.0,7.0
10,184.0,60.0,20.0,308.0,70.8,15746.0,71.6,51.9,162.0,75.0
11,43.0,0,185.0,883.0,67.4,24541.0,88.7,55.05,38.0,26.0
12,17.0,21.0,413.0,372.0,64.0,2206.0,74.6,45.400000000000006,10.0,10.0
13,68.0,1.0,5.0,988.0,63.8,7158.0,62.9,46.9,82.0,1.0
14,9.0,0,10.0,233.0,71.9,23633.0,77.0,55.349999999999994,6.0,0
15,87.0,34.0,794.0,1296.0,73.4,11309.0,80.0,57.0,53.0,87.0
16,12.0,0,3.0,213.0,62.3,107706.0,85.6,45.85,5.0,0
17,39.0,0,1.0,169.0,70.3,13361.0,77.1,54.65,17.0,0
18,18.0,0,21.0,175.0,73.2,14136.0,83.2,62.45,16.0,0
19,133.0,318.0,645.0,442.0,64.0,2206.0,74.6,45.400000000000006,105.0,528.0
20,60.0,62.0,239.0,483.0,67.4,24541.0,88.7,55.05,31.0,74.0
21,175.0,10.0,86.0,482.0,66.6,20444.0,76.5,42.2,74.0,24.0
22,28.0,0,48.0,522.0,70.6,20542.0,69.9,55.2,28.0,0
23,24.0,1.0,0,159.0,70.3,13361.0,77.1,54.65,45.0,2.0
24,52.0,31.0,209.0,1642.0,73.2,45880.0,87.3,54.8,78.0,50.0
25,93.0,0,12.0,1901.0,70.6,34339.0,72.8,49.25,113.0,2.0
26,8.0,0,3.0,124.0,70.6,20542.0,69.9,55.2,11.0,0
27,9.0,0,3.0,156.0,70.3,13361.0,77.1,54.65,12.0,0
28,1.0,0,9.0,172.0,70.6,20542.0,69.9,55.2,7.0,1.0
