,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,60.0,115.0,84.0,150.0,71.9,42990.0,81.5,54.650000000000006,51.0,61.0
2,77.0,76.0,356.0,367.0,71.5,110877.0,85.6,56.5,76.0,112.0
3,79.0,158.0,255.0,159.0,64.3,205964.0,87.5,48.95,78.0,182.0
4,142.0,108.0,96.0,179.0,69.5,13299.0,76.8,54.5,129.0,108.0
5,26.0,62.0,544.0,310.0,73.2,48737.0,87.2,56.75,22.0,27.0
6,99.0,26.0,428.0,254.0,71.9,42990.0,81.5,54.650000000000006,56.0,73.0
7,276.0,495.0,5501.0,1127.0,76.0,207652.0,91.7,60.7,299.0,684.0
8,15.0,8.0,597.0,494.0,66.3,15568.0,84.8,54.55,12.0,3.0
9,143.0,255.0,3684.0,910.0,76.0,207652.0,91.7,60.7,137.0,236.0
10,53.0,87.0,2669.0,776.0,76.0,207652.0,91.7,60.7,30.0,60.0
11,47.0,68.0,403.0,278.0,66.3,15568.0,84.8,54.55,65.0,141.0
12,47.0,62.0,554.0,517.0,67.5,22229.0,88.7,58.25,44.0,85.0
13,747.0,1877.0,891.0,663.0,71.5,110877.0,85.6,56.5,734.0,2277.0
14,49.0,12.0,154.0,199.0,68.9,36576.0,88.8,56.5,59.0,44.0
15,101.0,124.0,1679.0,1608.0,73.9,49012.0,91.6,58.7,63.0,167.0
16,143.0,107.0,117.0,90.0,68.9,291397.0,88.7,51.35,135.0,167.0
17,129.0,78.0,405.0,284.0,73.2,48737.0,87.2,56.75,128.0,168.0
18,73.0,26.0,101.0,150.0,66.3,15568.0,84.8,54.55,74.0,55.0
19,11.0,29.0,570.0,337.0,73.9,49012.0,91.6,58.7,19.0,57.0
20,20.0,26.0,93.0,289.0,69.1,91336.0,86.0,56.2,14.0,33.0
21,10.0,21.0,2254.0,495.0,73.2,48737.0,87.2,56.75,16.0,62.0
22,254.0,209.0,1425.0,1409.0,68.1,71476.0,83.0,49.2,183.0,264.0
23,11.0,5.0,403.0,241.0,73.9,49012.0,91.6,58.7,20.0,38.0
24,23.0,29.0,1067.0,1069.0,73.4,51398.0,84.1,52.35,9.0,44.0
25,757.0,777.0,975.0,1075.0,73.9,49012.0,91.6,58.7,1028.0,1190.0
26,58.0,16.0,400.0,715.0,69.5,13299.0,76.8,54.5,64.0,57.0
27,11.0,12.0,1337.0,862.0,64.3,205964.0,87.5,48.95,12.0,52.0
28,54.0,136.0,2388.0,619.0,76.0,207652.0,91.7,60.7,101.0,175.0
29,88.0,11.0,86.0,148.0,66.3,15568.0,84.8,54.55,104.0,42.0
30,589.0,3291.0,991.0,570.0,76.0,207652.0,91.7,60.7,571.0,3458.0
31,94.0,58.0,846.0,835.0,67.5,22229.0,88.7,58.25,92.0,86.0
32,70.0,129.0,391.0,362.0,67.5,22229.0,88.7,58.25,106.0,86.0
33,32.0,1.0,203.0,232.0,71.5,110877.0,85.6,56.5,31.0,4.0
34,67.0,106.0,262.0,349.0,68.9,58855.0,87.8,54.349999999999994,86.0,119.0
35,104.0,59.0,324.0,493.0,69.5,13299.0,76.8,54.5,145.0,74.0
36,27.0,59.0,107.0,148.0,66.3,15568.0,84.8,54.55,28.0,85.0
37,23.0,34.0,620.0,645.0,66.4,117156.0,85.6,49.95,38.0,49.0
38,214.0,489.0,2292.0,1047.0,64.3,205964.0,87.5,48.95,223.0,811.0
39,229.0,279.0,1370.0,1395.0,73.4,51398.0,84.1,52.35,88.0,196.0
40,8.0,64.0,605.0,466.0,67.5,22229.0,88.7,58.25,8.0,73.0
41,24.0,17.0,19.0,63.0,68.9,36576.0,88.8,56.5,19.0,25.0
42,51.0,58.0,705.0,473.0,76.0,207652.0,91.7,60.7,44.0,84.0
43,23.0,11.0,252.0,331.0,71.5,110877.0,85.6,56.5,23.0,31.0
44,12.0,23.0,506.0,755.0,69.5,13299.0,76.8,54.5,32.0,25.0
45,332.0,424.0,170.0,319.0,63.3,118879.0,92.9,49.5,260.0,462.0
46,228.0,336.0,477.0,416.0,64.3,205964.0,87.5,48.95,229.0,388.0
47,35.0,83.0,643.0,623.0,67.5,22229.0,88.7,58.25,99.0,178.0
