,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,29.0,12.0,885.0,309.0,70.3,426365.0,87.8,55.05,40.0,20.0
2,795.0,2739.0,1022.0,548.0,66.9,356432.0,91.9,53.75,735.0,3279.0
3,23.0,65.0,3269.0,1029.0,66.9,356432.0,91.9,53.75,16.0,57.0
4,25.0,27.0,303.0,182.0,68.8,40826.0,87.1,52.75,28.0,18.0
5,86.0,357.0,6050.0,3691.0,53.8,1476429.0,80.4,29.849999999999998,82.0,415.0
6,539.0,674.0,5223.0,3059.0,53.8,1476429.0,80.4,29.849999999999998,28.0,119.0
7,15.0,70.0,3391.0,1161.0,66.9,356432.0,91.9,53.75,14.0,115.0
8,86.0,110.0,208.0,154.0,66.7,44360.0,87.0,54.75,99.0,287.0
9,6.0,0,20.0,60.0,68.2,17236.0,87.6,55.900000000000006,17.0,0
10,26.0,34.0,2020.0,929.0,68.7,285889.0,88.0,51.4,26.0,51.0
11,188.0,155.0,5503.0,3344.0,53.8,1476429.0,80.4,29.849999999999998,164.0,239.0
12,25.0,14.0,2956.0,889.0,66.9,53530.0,88.5,53.45,19.0,32.0
13,18.0,8.0,255.0,160.0,66.7,44360.0,87.0,54.75,18.0,29.0
14,9.0,60.0,587.0,234.0,65.8,6059.0,86.9,51.75,12.0,37.0
15,65.0,7.0,244.0,184.0,66.9,53530.0,88.5,53.45,53.0,21.0
16,101.0,264.0,1133.0,554.0,70.3,426365.0,87.8,55.05,113.0,358.0
17,563.0,539.0,5119.0,2969.0,53.8,1476429.0,80.4,29.849999999999998,683.0,572.0
18,105.0,159.0,7.0,65.0,66.4,84751.0,86.7,52.45,87.0,151.0
19,42.0,86.0,3008.0,957.0,66.7,202951.0,90.0,53.45,21.0,161.0
20,14.0,56.0,210.0,137.0,66.9,46122.0,81.4,54.55,27.0,48.0
21,7.0,6.0,32.0,53.0,71.6,37255.0,82.9,54.4,18.0,24.0
22,83.0,137.0,246.0,136.0,68.8,40826.0,87.1,52.75,43.0,159.0
23,71.0,27.0,112.0,28.0,65.8,6059.0,86.9,51.75,67.0,26.0
24,15.0,19.0,1252.0,511.0,70.3,426365.0,87.8,55.05,7.0,31.0
25,15.0,0,45.0,76.0,66.0,40516.0,88.9,49.3,12.0,0
26,134.0,177.0,3169.0,970.0,66.9,356432.0,91.9,53.75,97.0,188.0
27,86.0,46.0,25.0,46.0,72.3,45252.0,85.7,58.95,64.0,67.0
28,2.0,3.0,73.0,111.0,69.0,146739.0,85.0,55.9,10.0,8.0
29,28.0,9.0,525.0,226.0,66.9,356432.0,91.9,53.75,11.0,47.0
30,11.0,53.0,240.0,165.0,66.9,46122.0,81.4,54.55,11.0,33.0
31,24.0,47.0,3359.0,1115.0,66.9,356432.0,91.9,53.75,15.0,38.0
32,28.0,36.0,118.0,119.0,,,,7,9.0,26.0
33,40.0,374.0,513.0,138.0,69.4,27392.0,89.2,53.45,41.0,280.0
34,80.0,375.0,864.0,422.0,70.3,426365.0,87.8,55.05,72.0,385.0
35,63.0,78.0,756.0,300.0,65.7,140714.0,85.9,49.900000000000006,64.0,170.0
36,51.0,211.0,6196.0,3726.0,53.8,1476429.0,80.4,29.849999999999998,39.0,268.0
37,59.0,38.0,2980.0,931.0,66.9,53530.0,88.5,53.45,77.0,98.0
38,15.0,18.0,564.0,324.0,70.3,426365.0,87.8,55.05,5.0,14.0
39,73.0,435.0,1136.0,321.0,65.8,6059.0,86.9,51.75,107.0,672.0
40,23.0,110.0,87.0,145.0,68.1,35641.0,84.3,48.0,37.0,224.0
41,24.0,1.0,1.0,55.0,66.3,40798.0,89.5,56.45,33.0,3.0
42,47.0,50.0,115.0,139.0,68.0,88319.0,88.3,52.0,42.0,41.0
43,106.0,75.0,896.0,244.0,72.5,56970.0,91.6,55.4,73.0,167.0
44,34.0,63.0,5909.0,3670.0,53.8,1476429.0,80.4,29.849999999999998,41.0,54.0
45,4.0,7.0,585.0,307.0,68.1,35641.0,84.3,48.0,10.0,30.0
46,40.0,205.0,1440.0,849.0,72.5,56970.0,91.6,55.4,27.0,180.0
47,48.0,45.0,545.0,258.0,68.1,35641.0,84.3,48.0,28.0,33.0
48,2071.0,3659.0,1999.0,1461.0,67.8,779326.0,93.2,55.05,1624.0,3519.0
49,7.0,26.0,309.0,174.0,69.4,48741.0,87.2,53.35,6.0,40.0
50,25.0,12.0,163.0,93.0,71.6,37255.0,82.9,54.4,9.0,12.0
51,27.0,12.0,6.0,13.0,63.0,36636.0,86.4,46.95,18.0,13.0
52,44.0,22.0,90.0,135.0,71.6,37255.0,82.9,54.4,16.0,35.0
53,104.0,98.0,889.0,298.0,65.8,89962.0,84.7,52.9,90.0,130.0
54,13.0,19.0,177.0,134.0,66.2,132431.0,84.2,49.0,32.0,69.0
