,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,1.0,0,416.0,262.0,1.0,0
2,63.0,206.0,48.0,83.0,25.0,121.0
3,13.0,0,158.0,641.0,5.0,0
4,45.0,0,164.0,189.0,20.0,12.0
5,117.0,97.0,138.0,300.0,183.0,175.0
6,13.0,11.0,380.0,274.0,34.0,0
7,6.0,1.0,61.0,144.0,0,18.0
8,2.0,0,9.0,278.0,11.0,0
9,17.0,0,26.0,45.0,23.0,1.0
10,38.0,3.0,0,44.0,32.0,56.0
11,9.0,9.0,17.0,53.0,13.0,26.0
12,62.0,150.0,281.0,268.0,61.0,305.0
13,19.0,9.0,36.0,92.0,6.0,10.0
14,17.0,17.0,237.0,129.0,0,6.0
15,140.0,14.0,137.0,348.0,100.0,17.0
16,6.0,13.0,40.0,86.0,17.0,71.0
17,268.0,133.0,124.0,360.0,157.0,166.0
18,35.0,0,76.0,443.0,25.0,16.0
19,60.0,223.0,209.0,267.0,40.0,127.0
20,58.0,9.0,267.0,153.0,27.0,66.0
21,0,1.0,242.0,431.0,2.0,4.0
22,9.0,0,107.0,650.0,15.0,9.0
23,2.0,9.0,17.0,60.0,1.0,2.0
24,66.0,31.0,231.0,114.0,4.0,9.0
25,148.0,4.0,74.0,289.0,168.0,60.0
26,80.0,39.0,27.0,77.0,120.0,53.0
27,276.0,24.0,69.0,247.0,312.0,10.0
28,25.0,7.0,4.0,7.0,19.0,0
29,219.0,69.0,28.0,487.0,202.0,156.0
30,12.0,0,43.0,128.0,1.0,0
31,45.0,36.0,374.0,157.0,36.0,16.0
32,5.0,0,3.0,77.0,7.0,0
33,18.0,0,411.0,222.0,6.0,6.0
34,43.0,4.0,147.0,421.0,91.0,3.0
35,27.0,3.0,240.0,417.0,25.0,20.0
36,7.0,4.0,159.0,142.0,34.0,0
37,54.0,2.0,389.0,234.0,54.0,17.0
38,4.0,0,96.0,573.0,80.0,9.0
39,5.0,1.0,97.0,117.0,37.0,17.0
40,7.0,4.0,211.0,241.0,1.0,0
41,15.0,0,107.0,692.0,13.0,0
42,45.0,27.0,10.0,47.0,32.0,127.0
43,2.0,0,168.0,198.0,7.0,0
44,34.0,8.0,49.0,94.0,27.0,24.0
45,16.0,1.0,426.0,289.0,89.0,122.0
46,0,1.0,31.0,66.0,3.0,0
47,12.0,0,2.0,154.0,21.0,0
