,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,24.0,1.0,6.0,122.0,15.0,2.0
2,91.0,0,1.0,191.0,23.0,0
3,6.0,15.0,217.0,1089.0,7.0,18.0
4,1.0,0,21.0,101.0,2.0,0
5,74.0,0,1.0,185.0,61.0,2.0
6,51.0,3.0,74.0,1066.0,38.0,0
7,164.0,0,8.0,951.0,144.0,0
8,72.0,160.0,799.0,434.0,70.0,229.0
9,45.0,5.0,336.0,1326.0,46.0,7.0
10,184.0,60.0,20.0,308.0,162.0,75.0
11,43.0,0,185.0,883.0,38.0,26.0
12,17.0,21.0,413.0,372.0,10.0,10.0
13,68.0,1.0,5.0,988.0,82.0,1.0
14,9.0,0,10.0,233.0,6.0,0
15,87.0,34.0,794.0,1296.0,53.0,87.0
16,12.0,0,3.0,213.0,5.0,0
17,39.0,0,1.0,169.0,17.0,0
18,18.0,0,21.0,175.0,16.0,0
19,133.0,318.0,645.0,442.0,105.0,528.0
20,60.0,62.0,239.0,483.0,31.0,74.0
21,175.0,10.0,86.0,482.0,74.0,24.0
22,28.0,0,48.0,522.0,28.0,0
23,24.0,1.0,0,159.0,45.0,2.0
24,52.0,31.0,209.0,1642.0,78.0,50.0
25,93.0,0,12.0,1901.0,113.0,2.0
26,8.0,0,3.0,124.0,11.0,0
27,9.0,0,3.0,156.0,12.0,0
28,1.0,0,9.0,172.0,7.0,1.0
29,39.0,3.0,3.0,46.0,48.0,8.0
30,14.0,0,4.0,326.0,14.0,0
31,11.0,0,106.0,787.0,4.0,0
32,45.0,0,60.0,1050.0,4.0,4.0
33,435.0,138.0,113.0,1018.0,432.0,466.0
34,51.0,9.0,115.0,687.0,13.0,3.0
35,75.0,8.0,10.0,448.0,79.0,4.0
36,103.0,3.0,335.0,1031.0,123.0,58.0
37,16.0,0,21.0,101.0,3.0,0
38,21.0,6.0,992.0,776.0,10.0,23.0
39,25.0,0,222.0,1381.0,10.0,1.0
40,44.0,18.0,990.0,859.0,17.0,23.0
41,37.0,2.0,19.0,122.0,38.0,1.0
42,31.0,2.0,0,78.0,23.0,1.0
43,11.0,0,8.0,200.0,12.0,3.0
44,100.0,10.0,73.0,419.0,74.0,17.0
45,103.0,4.0,824.0,1343.0,44.0,26.0
46,472.0,1.0,1.0,794.0,227.0,1.0
47,48.0,8.0,654.0,1287.0,65.0,32.0
48,14.0,0,17.0,213.0,4.0,0
49,3.0,3.0,3.0,58.0,11.0,5.0
50,11.0,2.0,167.0,620.0,10.0,9.0
51,1.0,0,21.0,117.0,4.0,0
52,70.0,0,1.0,98.0,95.0,0
53,60.0,0,18.0,1336.0,13.0,1.0
54,1100.0,758.0,68.0,284.0,760.0,1130.0
55,145.0,11.0,251.0,1351.0,85.0,72.0
56,67.0,0,18.0,436.0,88.0,0
57,149.0,357.0,540.0,305.0,152.0,552.0
58,80.0,0,21.0,1213.0,63.0,0
59,159.0,2.0,5.0,938.0,142.0,1.0
60,175.0,5.0,40.0,1172.0,234.0,1.0
61,22.0,0,90.0,597.0,30.0,6.0
62,63.0,2.0,65.0,1664.0,45.0,4.0
63,52.0,0,5.0,1459.0,40.0,0
64,53.0,0,10.0,896.0,42.0,1.0
65,27.0,3.0,45.0,504.0,35.0,3.0
66,15.0,4.0,47.0,973.0,24.0,2.0
67,6.0,0,21.0,202.0,12.0,0
68,21.0,0,1.0,151.0,18.0,0
69,11.0,0,0,169.0,19.0,1.0
70,61.0,19.0,2.0,98.0,60.0,16.0
71,42.0,13.0,26.0,715.0,72.0,2.0
72,317.0,9.0,213.0,1359.0,307.0,116.0
73,30.0,0,33.0,848.0,80.0,0
74,26.0,0,49.0,355.0,14.0,3.0
75,17.0,0,21.0,185.0,10.0,1.0
76,17.0,10.0,8.0,486.0,31.0,4.0
77,56.0,37.0,397.0,333.0,28.0,61.0
78,56.0,4.0,4.0,112.0,17.0,16.0
79,9.0,0,40.0,924.0,8.0,0
80,25.0,3.0,204.0,1095.0,11.0,8.0
81,3.0,0,7.0,294.0,2.0,0
82,1.0,0,1.0,207.0,5.0,0
83,205.0,2.0,73.0,951.0,201.0,39.0
84,13.0,0,38.0,634.0,5.0,0
85,39.0,0,1.0,135.0,88.0,2.0
86,57.0,11.0,823.0,1383.0,30.0,10.0
87,18.0,0,290.0,1060.0,68.0,1.0
