,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,60.0,115.0,84.0,150.0,51.0,61.0
2,77.0,76.0,356.0,367.0,76.0,112.0
3,79.0,158.0,255.0,159.0,78.0,182.0
4,142.0,108.0,96.0,179.0,129.0,108.0
5,26.0,62.0,544.0,310.0,22.0,27.0
6,99.0,26.0,428.0,254.0,56.0,73.0
7,276.0,495.0,5501.0,1127.0,299.0,684.0
8,15.0,8.0,597.0,494.0,12.0,3.0
9,143.0,255.0,3684.0,910.0,137.0,236.0
10,53.0,87.0,2669.0,776.0,30.0,60.0
11,47.0,68.0,403.0,278.0,65.0,141.0
12,47.0,62.0,554.0,517.0,44.0,85.0
13,747.0,1877.0,891.0,663.0,734.0,2277.0
14,49.0,12.0,154.0,199.0,59.0,44.0
15,101.0,124.0,1679.0,1608.0,63.0,167.0
16,143.0,107.0,117.0,90.0,135.0,167.0
17,129.0,78.0,405.0,284.0,128.0,168.0
18,73.0,26.0,101.0,150.0,74.0,55.0
19,11.0,29.0,570.0,337.0,19.0,57.0
20,20.0,26.0,93.0,289.0,14.0,33.0
21,10.0,21.0,2254.0,495.0,16.0,62.0
22,254.0,209.0,1425.0,1409.0,183.0,264.0
23,11.0,5.0,403.0,241.0,20.0,38.0
24,23.0,29.0,1067.0,1069.0,9.0,44.0
25,757.0,777.0,975.0,1075.0,1028.0,1190.0
26,58.0,16.0,400.0,715.0,64.0,57.0
27,11.0,12.0,1337.0,862.0,12.0,52.0
28,54.0,136.0,2388.0,619.0,101.0,175.0
29,88.0,11.0,86.0,148.0,104.0,42.0
30,589.0,3291.0,991.0,570.0,571.0,3458.0
31,94.0,58.0,846.0,835.0,92.0,86.0
32,70.0,129.0,391.0,362.0,106.0,86.0
33,32.0,1.0,203.0,232.0,31.0,4.0
34,67.0,106.0,262.0,349.0,86.0,119.0
35,104.0,59.0,324.0,493.0,145.0,74.0
36,27.0,59.0,107.0,148.0,28.0,85.0
37,23.0,34.0,620.0,645.0,38.0,49.0
38,214.0,489.0,2292.0,1047.0,223.0,811.0
39,229.0,279.0,1370.0,1395.0,88.0,196.0
40,8.0,64.0,605.0,466.0,8.0,73.0
41,24.0,17.0,19.0,63.0,19.0,25.0
42,51.0,58.0,705.0,473.0,44.0,84.0
43,23.0,11.0,252.0,331.0,23.0,31.0
44,12.0,23.0,506.0,755.0,32.0,25.0
45,332.0,424.0,170.0,319.0,260.0,462.0
46,228.0,336.0,477.0,416.0,229.0,388.0
47,35.0,83.0,643.0,623.0,99.0,178.0
48,9.0,67.0,2208.0,496.0,13.0,104.0
49,7.0,6.0,588.0,590.0,7.0,1.0
50,136.0,2.0,213.0,313.0,105.0,29.0
51,38.0,23.0,207.0,270.0,28.0,35.0
52,98.0,65.0,1232.0,1158.0,53.0,76.0
53,92.0,100.0,2182.0,1126.0,123.0,134.0
54,5.0,5.0,141.0,162.0,17.0,9.0
55,387.0,1969.0,1123.0,592.0,549.0,2462.0
56,4.0,4.0,248.0,386.0,2.0,0
57,61.0,20.0,1494.0,1347.0,21.0,23.0
58,25.0,8.0,139.0,190.0,46.0,27.0
59,45.0,12.0,595.0,639.0,59.0,26.0
60,25.0,19.0,741.0,852.0,25.0,14.0
61,5.0,12.0,332.0,522.0,28.0,42.0
62,131.0,109.0,2661.0,1343.0,102.0,185.0
63,39.0,76.0,2418.0,561.0,40.0,111.0
64,2.0,0,239.0,414.0,3.0,4.0
65,2.0,1.0,81.0,107.0,3.0,3.0
66,139.0,104.0,1435.0,1524.0,86.0,151.0
67,80.0,104.0,361.0,405.0,73.0,137.0
68,123.0,65.0,1214.0,1336.0,126.0,125.0
69,255.0,197.0,89.0,303.0,134.0,248.0
70,33.0,19.0,6053.0,1409.0,17.0,45.0
71,3.0,0,801.0,793.0,2.0,0
72,82.0,17.0,759.0,717.0,29.0,50.0
73,43.0,19.0,439.0,462.0,30.0,78.0
74,34.0,80.0,420.0,253.0,18.0,170.0
75,53.0,25.0,749.0,632.0,18.0,17.0
76,130.0,148.0,2657.0,1344.0,152.0,219.0
77,159.0,255.0,1104.0,663.0,183.0,249.0
78,16.0,22.0,116.0,314.0,28.0,34.0
79,47.0,80.0,1338.0,1138.0,15.0,32.0
80,32.0,52.0,93.0,85.0,9.0,25.0
81,40.0,11.0,406.0,608.0,36.0,5.0
82,118.0,222.0,6310.0,1586.0,145.0,269.0
83,54.0,56.0,32.0,49.0,63.0,91.0
84,96.0,45.0,2339.0,1197.0,105.0,101.0
85,88.0,77.0,537.0,607.0,102.0,91.0
86,1.0,1.0,509.0,467.0,6.0,14.0
87,2.0,0,30.0,75.0,7.0,4.0
88,8.0,0,177.0,257.0,14.0,2.0
