,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,29.0,12.0,885.0,309.0,40.0,20.0
2,795.0,2739.0,1022.0,548.0,735.0,3279.0
3,23.0,65.0,3269.0,1029.0,16.0,57.0
4,25.0,27.0,303.0,182.0,28.0,18.0
5,86.0,357.0,6050.0,3691.0,82.0,415.0
6,539.0,674.0,5223.0,3059.0,28.0,119.0
7,15.0,70.0,3391.0,1161.0,14.0,115.0
8,86.0,110.0,208.0,154.0,99.0,287.0
9,6.0,0,20.0,60.0,17.0,0
10,26.0,34.0,2020.0,929.0,26.0,51.0
11,188.0,155.0,5503.0,3344.0,164.0,239.0
12,25.0,14.0,2956.0,889.0,19.0,32.0
13,18.0,8.0,255.0,160.0,18.0,29.0
14,9.0,60.0,587.0,234.0,12.0,37.0
15,65.0,7.0,244.0,184.0,53.0,21.0
16,101.0,264.0,1133.0,554.0,113.0,358.0
17,563.0,539.0,5119.0,2969.0,683.0,572.0
18,105.0,159.0,7.0,65.0,87.0,151.0
19,42.0,86.0,3008.0,957.0,21.0,161.0
20,14.0,56.0,210.0,137.0,27.0,48.0
21,7.0,6.0,32.0,53.0,18.0,24.0
22,83.0,137.0,246.0,136.0,43.0,159.0
23,71.0,27.0,112.0,28.0,67.0,26.0
24,15.0,19.0,1252.0,511.0,7.0,31.0
25,15.0,0,45.0,76.0,12.0,0
26,134.0,177.0,3169.0,970.0,97.0,188.0
27,86.0,46.0,25.0,46.0,64.0,67.0
28,2.0,3.0,73.0,111.0,10.0,8.0
29,28.0,9.0,525.0,226.0,11.0,47.0
30,11.0,53.0,240.0,165.0,11.0,33.0
31,24.0,47.0,3359.0,1115.0,15.0,38.0
32,28.0,36.0,118.0,119.0,9.0,26.0
33,40.0,374.0,513.0,138.0,41.0,280.0
34,80.0,375.0,864.0,422.0,72.0,385.0
35,63.0,78.0,756.0,300.0,64.0,170.0
36,51.0,211.0,6196.0,3726.0,39.0,268.0
37,59.0,38.0,2980.0,931.0,77.0,98.0
38,15.0,18.0,564.0,324.0,5.0,14.0
39,73.0,435.0,1136.0,321.0,107.0,672.0
40,23.0,110.0,87.0,145.0,37.0,224.0
41,24.0,1.0,1.0,55.0,33.0,3.0
42,47.0,50.0,115.0,139.0,42.0,41.0
43,106.0,75.0,896.0,244.0,73.0,167.0
44,34.0,63.0,5909.0,3670.0,41.0,54.0
45,4.0,7.0,585.0,307.0,10.0,30.0
46,40.0,205.0,1440.0,849.0,27.0,180.0
47,48.0,45.0,545.0,258.0,28.0,33.0
48,2071.0,3659.0,1999.0,1461.0,1624.0,3519.0
49,7.0,26.0,309.0,174.0,6.0,40.0
50,25.0,12.0,163.0,93.0,9.0,12.0
51,27.0,12.0,6.0,13.0,18.0,13.0
52,44.0,22.0,90.0,135.0,16.0,35.0
53,104.0,98.0,889.0,298.0,90.0,130.0
54,13.0,19.0,177.0,134.0,32.0,69.0
55,5.0,2.0,639.0,180.0,2.0,0
56,17.0,6.0,464.0,207.0,1.0,6.0
57,32.0,35.0,194.0,187.0,33.0,39.0
58,40.0,1.0,1.0,24.0,3.0,4.0
59,88.0,161.0,2834.0,865.0,76.0,281.0
60,9.0,14.0,347.0,224.0,18.0,26.0
61,138.0,364.0,3107.0,1019.0,140.0,552.0
62,214.0,491.0,688.0,240.0,220.0,671.0
63,15.0,32.0,420.0,90.0,7.0,14.0
64,28.0,29.0,449.0,84.0,4.0,14.0
65,22.0,17.0,435.0,83.0,13.0,17.0
66,3.0,5.0,0,0,10.0,28.0
