,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,1.0,0,416.0,262.0,,,,7,1.0,0
2,63.0,206.0,48.0,83.0,50.6,17392.0,82.5,41.9,25.0,121.0
3,13.0,0,158.0,641.0,,,,7,5.0,0
4,45.0,0,164.0,189.0,70.6,9104.0,68.3,60.85,20.0,12.0
5,117.0,97.0,138.0,300.0,,,,7,183.0,175.0
6,13.0,11.0,380.0,274.0,65.4,16103.0,83.4,51.6,34.0,0
7,6.0,1.0,61.0,144.0,58.3,41919.0,91.1,45.95,0,18.0
8,2.0,0,9.0,278.0,70.6,9104.0,68.3,60.85,11.0,0
9,17.0,0,26.0,45.0,,,,7,23.0,1.0
10,38.0,3.0,0,44.0,66.2,12631.0,78.5,53.099999999999994,32.0,56.0
11,9.0,9.0,17.0,53.0,47.5,23276.0,78.9,41.55,13.0,26.0
12,62.0,150.0,281.0,268.0,,,,7,61.0,305.0
13,19.0,9.0,36.0,92.0,,,,7,6.0,10.0
14,17.0,17.0,237.0,129.0,50.6,17392.0,82.5,41.9,0,6.0
15,140.0,14.0,137.0,348.0,,,,7,100.0,17.0
16,6.0,13.0,40.0,86.0,58.3,41919.0,91.1,45.95,17.0,71.0
17,268.0,133.0,124.0,360.0,,,,7,157.0,166.0
18,35.0,0,76.0,443.0,70.6,9104.0,68.3,60.85,25.0,16.0
19,60.0,223.0,209.0,267.0,,,,7,40.0,127.0
20,58.0,9.0,267.0,153.0,67.7,16409.0,82.7,57.95,27.0,66.0
21,0,1.0,242.0,431.0,74.8,55398.0,90.0,59.099999999999994,2.0,4.0
22,9.0,0,107.0,650.0,73.1,23615.0,74.6,58.150000000000006,15.0,9.0
23,2.0,9.0,17.0,60.0,47.5,23276.0,78.9,41.55,1.0,2.0
24,66.0,31.0,231.0,114.0,47.5,23276.0,78.9,41.55,4.0,9.0
25,148.0,4.0,74.0,289.0,64.4,14785.0,75.4,54.0,168.0,60.0
26,80.0,39.0,27.0,77.0,67.7,16409.0,82.7,57.95,120.0,53.0
27,276.0,24.0,69.0,247.0,73.1,23615.0,74.6,58.150000000000006,312.0,10.0
28,25.0,7.0,4.0,7.0,67.4,27329.0,82.3,52.6,19.0,0
29,219.0,69.0,28.0,487.0,73.1,23615.0,74.6,58.150000000000006,202.0,156.0
30,12.0,0,43.0,128.0,67.6,7171.0,89.0,54.9,1.0,0
31,45.0,36.0,374.0,157.0,,,,7,36.0,16.0
32,5.0,0,3.0,77.0,66.2,12631.0,78.5,53.099999999999994,7.0,0
33,18.0,0,411.0,222.0,,,,7,6.0,6.0
34,43.0,4.0,147.0,421.0,,,,7,91.0,3.0
35,27.0,3.0,240.0,417.0,,,,7,25.0,20.0
36,7.0,4.0,159.0,142.0,,,,7,34.0,0
37,54.0,2.0,389.0,234.0,,,,7,54.0,17.0
38,4.0,0,96.0,573.0,70.1,13454.0,80.4,58.599999999999994,80.0,9.0
39,5.0,1.0,97.0,117.0,60.6,92792.0,86.8,45.75,37.0,17.0
40,7.0,4.0,211.0,241.0,67.6,7171.0,89.0,54.9,1.0,0
41,15.0,0,107.0,692.0,65.9,75125.0,80.1,52.0,13.0,0
42,45.0,27.0,10.0,47.0,67.6,7171.0,89.0,54.9,32.0,127.0
43,2.0,0,168.0,198.0,70.6,9104.0,68.3,60.85,7.0,0
44,34.0,8.0,49.0,94.0,50.6,17392.0,82.5,41.9,27.0,24.0
45,16.0,1.0,426.0,289.0,,,,7,89.0,122.0
46,0,1.0,31.0,66.0,61.7,6375.0,77.4,39.55,3.0,0
47,12.0,0,2.0,154.0,61.7,6375.0,77.4,39.55,21.0,0
