,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,40.0,20.0,1087.0,299.0,70.3,427938.0,88.1,54.5,21.0,29.0
2,735.0,3279.0,1522.0,475.0,66.8,355556.0,92.1,53.849999999999994,865.0,3774.0
3,16.0,57.0,4055.0,956.0,66.8,355556.0,92.1,53.849999999999994,26.0,151.0
4,28.0,18.0,487.0,163.0,68.2,40762.0,87.7,53.150000000000006,16.0,14.0
5,82.0,415.0,5841.0,2812.0,53.3,1486620.0,81.2,29.7,126.0,392.0
6,28.0,119.0,5298.0,2686.0,53.3,1486620.0,81.2,29.7,570.0,1640.0
7,14.0,115.0,4259.0,1083.0,66.8,355556.0,92.1,53.849999999999994,32.0,158.0
8,99.0,287.0,232.0,98.0,66.4,44297.0,87.6,54.400000000000006,91.0,356.0
9,26.0,51.0,1875.0,397.0,69.1,287123.0,88.7,51.849999999999994,23.0,72.0
10,164.0,239.0,4947.0,2497.0,53.3,1486620.0,81.2,29.7,179.0,289.0
11,19.0,32.0,3528.0,813.0,67.1,53294.0,88.8,53.05,20.0,19.0
12,18.0,29.0,394.0,175.0,66.4,44297.0,87.6,54.400000000000006,19.0,18.0
13,12.0,37.0,865.0,237.0,63.6,6010.0,87.3,49.6,21.0,102.0
14,53.0,21.0,231.0,162.0,67.1,53294.0,88.8,53.05,36.0,24.0
15,113.0,358.0,1482.0,510.0,70.3,427938.0,88.1,54.5,103.0,709.0
16,683.0,572.0,4614.0,1978.0,53.3,1486620.0,81.2,29.7,688.0,765.0
17,87.0,151.0,21.0,53.0,66.1,84497.0,86.8,52.1,92.0,230.0
18,21.0,161.0,3773.0,902.0,66.1,202974.0,90.4,52.75,53.0,128.0
19,27.0,48.0,233.0,81.0,67.4,46122.0,81.5,53.85,19.0,41.0
20,18.0,24.0,45.0,37.0,72.4,37391.0,82.6,53.4,24.0,45.0
21,43.0,159.0,386.0,165.0,68.2,40762.0,87.7,53.150000000000006,89.0,310.0
22,67.0,26.0,224.0,39.0,63.6,6010.0,87.3,49.6,35.0,53.0
