,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,1.0,0,593.0,322.0,70.8,16381.0,85.6,54.650000000000006,3.0,0
2,25.0,121.0,15.0,4.0,52.7,17387.0,81.6,44.75,19.0,76.0
3,5.0,0,266.0,554.0,,,,7,7.0,1.0
4,20.0,12.0,444.0,278.0,70.2,9018.0,70.6,57.150000000000006,19.0,2.0
5,183.0,175.0,207.0,221.0,,,,7,40.0,159.0
6,34.0,0,583.0,273.0,67.3,16108.0,84.7,50.849999999999994,5.0,0
7,11.0,0,88.0,241.0,70.2,9018.0,70.6,57.150000000000006,9.0,0
8,23.0,1.0,52.0,41.0,,,,7,28.0,7.0
9,32.0,56.0,25.0,112.0,69.2,12614.0,78.6,53.349999999999994,77.0,36.0
10,13.0,26.0,27.0,51.0,44.1,23196.0,78.2,39.650000000000006,9.0,28.0
11,61.0,305.0,300.0,324.0,70.8,16381.0,85.6,54.650000000000006,79.0,130.0
12,6.0,10.0,151.0,59.0,,,,7,28.0,12.0
13,0,6.0,130.0,29.0,52.7,17387.0,81.6,44.75,5.0,22.0
14,100.0,17.0,178.0,281.0,,,,7,132.0,22.0
15,17.0,71.0,71.0,120.0,58.4,41745.0,91.2,46.7,5.0,36.0
16,157.0,166.0,219.0,406.0,,,,7,174.0,280.0
17,25.0,16.0,281.0,534.0,70.2,9018.0,70.6,57.150000000000006,23.0,0
18,40.0,127.0,532.0,310.0,70.8,16381.0,85.6,54.650000000000006,36.0,48.0
19,27.0,66.0,198.0,161.0,65.6,16318.0,81.5,54.400000000000006,47.0,68.0
20,2.0,4.0,371.0,371.0,74.8,55772.0,89.3,58.85,0,1.0
21,15.0,9.0,183.0,627.0,70.6,23422.0,73.5,56.2,11.0,0
22,1.0,2.0,51.0,63.0,44.1,23196.0,78.2,39.650000000000006,5.0,3.0
23,4.0,9.0,151.0,52.0,44.1,23196.0,78.2,39.650000000000006,14.0,35.0
24,168.0,60.0,172.0,243.0,,,,7,186.0,34.0
25,120.0,53.0,155.0,45.0,65.6,16318.0,81.5,54.400000000000006,83.0,35.0
26,312.0,10.0,174.0,310.0,70.6,23422.0,73.5,56.2,142.0,34.0
27,19.0,0,0,34.0,67.4,27306.0,82.8,50.8,11.0,0
28,202.0,156.0,104.0,613.0,70.6,23422.0,73.5,56.2,234.0,217.0
29,1.0,0,139.0,97.0,71.2,7083.0,89.2,56.8,1.0,0
30,36.0,16.0,560.0,199.0,70.8,16381.0,85.6,54.650000000000006,42.0,31.0
31,7.0,0,81.0,137.0,69.2,12614.0,78.6,53.349999999999994,15.0,0
32,91.0,3.0,183.0,262.0,,,,7,4.0,3.0
33,25.0,20.0,355.0,353.0,,,,7,13.0,34.0
34,34.0,0,322.0,137.0,70.8,16381.0,85.6,54.650000000000006,20.0,0
35,54.0,17.0,572.0,308.0,70.8,16381.0,85.6,54.650000000000006,19.0,8.0
36,80.0,9.0,238.0,578.0,71.4,13427.0,80.3,57.8,2.0,0
37,37.0,17.0,175.0,183.0,60.2,93028.0,86.3,44.900000000000006,36.0,7.0
38,1.0,0,546.0,335.0,71.2,7083.0,89.2,56.8,13.0,17.0
39,13.0,0,208.0,659.0,66.6,75170.0,81.3,52.05,6.0,0
40,32.0,127.0,10.0,10.0,71.2,7083.0,89.2,56.8,51.0,90.0
41,27.0,24.0,38.0,41.0,52.7,17387.0,81.6,44.75,7.0,8.0
42,89.0,122.0,477.0,256.0,70.8,16381.0,85.6,54.650000000000006,63.0,19.0
43,3.0,0,127.0,41.0,62.4,6451.0,76.7,41.6,2.0,0
44,21.0,0,45.0,117.0,62.4,6451.0,76.7,41.6,24.0,0
45,2.0,0,593.0,321.0,67.3,16108.0,84.7,50.849999999999994,1.0,0
