,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,71.0,93.0,185.0,126.0,68.9,42753.0,82.2,52.900000000000006,65.0,95.0
2,84.0,106.0,665.0,383.0,71.2,111194.0,85.2,55.900000000000006,99.0,215.0
3,133.0,258.0,340.0,214.0,64.4,203529.0,88.3,49.0,109.0,306.0
4,144.0,138.0,186.0,182.0,70.7,13222.0,79.0,54.95,111.0,106.0
5,13.0,23.0,812.0,361.0,72.5,48631.0,89.1,58.15,25.0,57.0
6,42.0,70.0,546.0,269.0,68.9,42753.0,82.2,52.900000000000006,120.0,122.0
7,300.0,755.0,6235.0,1602.0,75.9,211747.0,92.4,60.5,370.0,708.0
8,10.0,4.0,1434.0,854.0,69.3,15439.0,86.8,56.05,6.0,0
9,114.0,338.0,4199.0,1029.0,75.9,211747.0,92.4,60.5,201.0,292.0
10,67.0,101.0,3320.0,1266.0,75.9,211747.0,92.4,60.5,109.0,103.0
11,126.0,194.0,613.0,338.0,69.3,15439.0,86.8,56.05,97.0,203.0
12,126.0,112.0,985.0,598.0,66.5,22200.0,89.5,57.4,101.0,117.0
13,826.0,2703.0,1526.0,720.0,71.2,111194.0,85.2,55.900000000000006,1106.0,2771.0
14,60.0,132.0,266.0,174.0,65.8,36257.0,89.0,51.95,105.0,164.0
15,123.0,170.0,2517.0,1995.0,75.0,49861.0,91.6,57.7,117.0,216.0
16,112.0,292.0,174.0,141.0,68.4,292878.0,89.1,50.099999999999994,173.0,278.0
17,128.0,182.0,572.0,262.0,72.5,48631.0,89.1,58.15,99.0,219.0
18,142.0,81.0,253.0,272.0,69.3,15439.0,86.8,56.05,90.0,108.0
19,30.0,55.0,712.0,377.0,75.0,49861.0,91.6,57.7,107.0,95.0
20,11.0,25.0,678.0,711.0,69.7,91444.0,86.6,55.55,17.0,21.0
21,29.0,109.0,2633.0,896.0,72.5,48631.0,89.1,58.15,26.0,110.0
22,163.0,148.0,2158.0,1841.0,68.9,71453.0,84.9,49.1,247.0,277.0
23,20.0,29.0,638.0,344.0,75.0,49861.0,91.6,57.7,121.0,119.0
24,49.0,105.0,2010.0,1554.0,72.6,51921.0,85.1,51.45,56.0,84.0
25,1245.0,1525.0,1027.0,880.0,75.0,49861.0,91.6,57.7,1121.0,1685.0
26,67.0,120.0,371.0,636.0,70.7,13222.0,79.0,54.95,118.0,171.0
27,44.0,72.0,2053.0,1041.0,64.4,203529.0,88.3,49.0,41.0,83.0
28,124.0,235.0,2830.0,1097.0,75.9,211747.0,92.4,60.5,149.0,292.0
29,186.0,80.0,222.0,271.0,69.3,15439.0,86.8,56.05,146.0,158.0
30,698.0,3686.0,1342.0,561.0,75.9,211747.0,92.4,60.5,2076.0,4167.0
31,124.0,136.0,1157.0,693.0,66.5,22200.0,89.5,57.4,173.0,200.0
32,30.0,77.0,641.0,420.0,66.5,22200.0,89.5,57.4,48.0,87.0
33,5.0,6.0,318.0,233.0,71.2,111194.0,85.2,55.900000000000006,9.0,8.0
34,107.0,132.0,570.0,384.0,67.9,59034.0,89.5,51.85,156.0,161.0
35,169.0,34.0,479.0,451.0,70.7,13222.0,79.0,54.95,259.0,69.0
36,34.0,98.0,314.0,315.0,69.3,15439.0,86.8,56.05,32.0,100.0
37,13.0,24.0,565.0,504.0,64.2,115722.0,86.7,48.8,3.0,31.0
38,210.0,721.0,3366.0,1277.0,64.4,203529.0,88.3,49.0,481.0,1065.0
39,139.0,111.0,2289.0,1789.0,72.6,51921.0,85.1,51.45,181.0,167.0
40,18.0,79.0,815.0,477.0,66.5,22200.0,89.5,57.4,47.0,61.0
41,9.0,27.0,149.0,71.0,65.8,36257.0,89.0,51.95,27.0,14.0
