,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,9.0,38.0,5.0,4.0,9.0,6.0
2,25.0,17.0,34.0,116.0,28.0,13.0
3,50.0,14.0,35.0,114.0,47.0,16.0
4,6.0,0,489.0,512.0,1.0,0
5,32.0,3.0,32.0,98.0,31.0,3.0
6,15.0,2.0,34.0,137.0,9.0,0
7,63.0,73.0,695.0,759.0,82.0,84.0
8,72.0,15.0,29.0,100.0,35.0,24.0
9,3.0,2.0,23.0,83.0,5.0,0
10,112.0,14.0,143.0,285.0,83.0,22.0
11,5.0,1.0,25.0,905.0,9.0,1.0
12,72.0,24.0,166.0,499.0,31.0,23.0
13,11.0,7.0,21.0,151.0,9.0,0
14,117.0,0,11.0,670.0,146.0,0
15,8.0,5.0,14.0,84.0,13.0,0
16,37.0,18.0,9.0,62.0,8.0,11.0
17,27.0,21.0,776.0,651.0,24.0,16.0
18,49.0,3.0,16.0,268.0,57.0,1.0
19,2.0,0,658.0,391.0,1.0,0
20,11.0,0,35.0,231.0,27.0,8.0
21,291.0,310.0,596.0,420.0,220.0,373.0
22,18.0,15.0,992.0,1055.0,7.0,17.0
23,6.0,1.0,190.0,699.0,4.0,0
24,63.0,94.0,986.0,1148.0,46.0,90.0
25,9.0,3.0,390.0,443.0,7.0,0
26,82.0,0,13.0,878.0,54.0,0
27,18.0,3.0,759.0,614.0,12.0,3.0
28,9.0,1.0,755.0,521.0,4.0,1.0
29,242.0,272.0,696.0,781.0,261.0,340.0
30,65.0,67.0,1224.0,1353.0,92.0,137.0
31,15.0,1.0,190.0,861.0,2.0,0
32,16.0,2.0,80.0,125.0,12.0,5.0
33,130.0,27.0,161.0,459.0,62.0,23.0
34,97.0,137.0,343.0,456.0,108.0,146.0
35,98.0,1.0,38.0,493.0,32.0,4.0
36,13.0,15.0,171.0,113.0,33.0,23.0
37,5.0,6.0,882.0,663.0,3.0,4.0
38,18.0,0,15.0,729.0,13.0,2.0
39,6.0,2.0,55.0,179.0,6.0,12.0
40,4.0,4.0,42.0,97.0,4.0,16.0
41,58.0,0,0,11.0,29.0,3.0
42,87.0,134.0,888.0,771.0,54.0,83.0
43,203.0,381.0,561.0,533.0,246.0,556.0
44,42.0,10.0,30.0,171.0,72.0,8.0
45,7.0,9.0,190.0,120.0,15.0,33.0
46,19.0,4.0,159.0,113.0,10.0,17.0
47,2.0,0,568.0,385.0,1.0,2.0
48,26.0,4.0,766.0,732.0,25.0,20.0
49,5.0,0,1007.0,846.0,4.0,8.0
50,5.0,0,149.0,113.0,5.0,0
51,104.0,0,6.0,553.0,80.0,0
52,111.0,64.0,669.0,648.0,111.0,147.0
53,22.0,23.0,1100.0,950.0,33.0,29.0
54,24.0,0,21.0,134.0,9.0,0
55,14.0,4.0,413.0,437.0,6.0,12.0
56,8.0,18.0,158.0,110.0,21.0,24.0
57,51.0,3.0,7.0,58.0,34.0,12.0
58,6.0,0,176.0,121.0,14.0,2.0
59,125.0,21.0,157.0,730.0,164.0,10.0
60,0,2.0,71.0,261.0,6.0,2.0
61,11.0,17.0,554.0,357.0,10.0,11.0
62,4.0,5.0,73.0,28.0,10.0,2.0
63,4.0,2.0,124.0,61.0,32.0,0
64,12.0,0,356.0,471.0,14.0,3.0
65,29.0,20.0,1126.0,1211.0,43.0,48.0
66,53.0,9.0,611.0,679.0,43.0,2.0
67,32.0,0,18.0,280.0,28.0,4.0
68,26.0,2.0,37.0,172.0,36.0,0
69,25.0,22.0,873.0,703.0,15.0,15.0
70,30.0,4.0,39.0,121.0,5.0,4.0
71,18.0,15.0,859.0,636.0,12.0,8.0
72,278.0,255.0,834.0,913.0,229.0,306.0
73,132.0,1.0,38.0,460.0,86.0,24.0
74,9.0,3.0,956.0,1080.0,5.0,0
75,31.0,6.0,41.0,160.0,41.0,15.0
76,67.0,18.0,108.0,294.0,42.0,23.0
77,110.0,4.0,10.0,841.0,85.0,0
78,272.0,4.0,2.0,467.0,213.0,0
79,134.0,60.0,532.0,549.0,88.0,47.0
80,48.0,0,26.0,825.0,49.0,0
81,1.0,10.0,11.0,35.0,6.0,27.0
82,152.0,106.0,664.0,655.0,167.0,151.0
83,128.0,102.0,856.0,920.0,168.0,133.0
84,7.0,1.0,48.0,78.0,8.0,6.0
85,478.0,7.0,8.0,386.0,457.0,9.0
86,162.0,177.0,421.0,497.0,134.0,154.0
87,88.0,3.0,11.0,698.0,67.0,0
88,21.0,19.0,110.0,99.0,28.0,24.0
89,281.0,2.0,4.0,458.0,272.0,4.0
90,214.0,14.0,27.0,491.0,155.0,7.0
91,19.0,4.0,192.0,116.0,14.0,28.0
92,10.0,0,7.0,280.0,1.0,0
93,0,2.0,770.0,848.0,0,2.0
94,3.0,3.0,40.0,28.0,0,2.0
95,2.0,15.0,169.0,119.0,2.0,10.0
96,8.0,14.0,185.0,117.0,0,10.0
97,6.0,8.0,167.0,83.0,4.0,12.0
98,10.0,58.0,103.0,92.0,6.0,5.0
99,15.0,82.0,61.0,94.0,13.0,2.0
100,60.0,88.0,88.0,463.0,53.0,79.0
101,1.0,0,190.0,572.0,0,1.0
102,4.0,6.0,158.0,104.0,3.0,0
103,3.0,18.0,139.0,78.0,0,3.0
104,15.0,12.0,468.0,538.0,0,5.0
