,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
1,71.0,93.0,185.0,126.0,65.0,95.0
2,84.0,106.0,665.0,383.0,99.0,215.0
3,133.0,258.0,340.0,214.0,109.0,306.0
4,144.0,138.0,186.0,182.0,111.0,106.0
5,13.0,23.0,812.0,361.0,25.0,57.0
6,42.0,70.0,546.0,269.0,120.0,122.0
7,300.0,755.0,6235.0,1602.0,370.0,708.0
8,10.0,4.0,1434.0,854.0,6.0,0
9,114.0,338.0,4199.0,1029.0,201.0,292.0
10,67.0,101.0,3320.0,1266.0,109.0,103.0
11,126.0,194.0,613.0,338.0,97.0,203.0
12,126.0,112.0,985.0,598.0,101.0,117.0
13,826.0,2703.0,1526.0,720.0,1106.0,2771.0
14,60.0,132.0,266.0,174.0,105.0,164.0
15,123.0,170.0,2517.0,1995.0,117.0,216.0
16,112.0,292.0,174.0,141.0,173.0,278.0
17,128.0,182.0,572.0,262.0,99.0,219.0
18,142.0,81.0,253.0,272.0,90.0,108.0
19,30.0,55.0,712.0,377.0,107.0,95.0
20,11.0,25.0,678.0,711.0,17.0,21.0
21,29.0,109.0,2633.0,896.0,26.0,110.0
22,163.0,148.0,2158.0,1841.0,247.0,277.0
23,20.0,29.0,638.0,344.0,121.0,119.0
24,49.0,105.0,2010.0,1554.0,56.0,84.0
25,1245.0,1525.0,1027.0,880.0,1121.0,1685.0
26,67.0,120.0,371.0,636.0,118.0,171.0
27,44.0,72.0,2053.0,1041.0,41.0,83.0
28,124.0,235.0,2830.0,1097.0,149.0,292.0
29,186.0,80.0,222.0,271.0,146.0,158.0
30,698.0,3686.0,1342.0,561.0,2076.0,4167.0
31,124.0,136.0,1157.0,693.0,173.0,200.0
32,30.0,77.0,641.0,420.0,48.0,87.0
33,5.0,6.0,318.0,233.0,9.0,8.0
34,107.0,132.0,570.0,384.0,156.0,161.0
35,169.0,34.0,479.0,451.0,259.0,69.0
36,34.0,98.0,314.0,315.0,32.0,100.0
37,13.0,24.0,565.0,504.0,3.0,31.0
38,210.0,721.0,3366.0,1277.0,481.0,1065.0
39,139.0,111.0,2289.0,1789.0,181.0,167.0
40,18.0,79.0,815.0,477.0,47.0,61.0
41,9.0,27.0,149.0,71.0,27.0,14.0
42,84.0,115.0,829.0,432.0,54.0,154.0
43,34.0,42.0,613.0,295.0,251.0,476.0
44,36.0,15.0,571.0,770.0,24.0,20.0
45,203.0,303.0,365.0,301.0,306.0,518.0
46,290.0,508.0,1241.0,794.0,305.0,577.0
47,72.0,214.0,732.0,658.0,112.0,287.0
48,24.0,67.0,2675.0,901.0,30.0,62.0
49,0,9.0,731.0,488.0,9.0,11.0
50,137.0,26.0,278.0,221.0,128.0,96.0
51,10.0,12.0,341.0,308.0,8.0,14.0
52,99.0,150.0,2164.0,1641.0,54.0,94.0
53,98.0,183.0,3638.0,1488.0,156.0,177.0
54,33.0,32.0,250.0,239.0,17.0,17.0
55,757.0,2300.0,1634.0,776.0,711.0,2221.0
56,2.0,0,422.0,548.0,12.0,1.0
57,39.0,37.0,2488.0,1892.0,33.0,33.0
58,68.0,73.0,205.0,333.0,75.0,48.0
59,23.0,27.0,742.0,533.0,20.0,23.0
60,41.0,21.0,654.0,738.0,75.0,46.0
61,21.0,41.0,337.0,496.0,30.0,56.0
62,134.0,233.0,4276.0,1843.0,188.0,223.0
63,85.0,118.0,2960.0,991.0,80.0,141.0
64,4.0,15.0,468.0,616.0,5.0,16.0
65,10.0,4.0,203.0,96.0,8.0,15.0
66,93.0,150.0,2184.0,1868.0,74.0,83.0
67,88.0,206.0,587.0,470.0,115.0,225.0
68,151.0,142.0,1937.0,1790.0,146.0,138.0
69,154.0,158.0,221.0,394.0,130.0,207.0
70,9.0,22.0,7086.0,1978.0,14.0,21.0
71,62.0,60.0,995.0,758.0,115.0,67.0
72,52.0,110.0,801.0,560.0,85.0,122.0
73,17.0,125.0,618.0,323.0,26.0,142.0
74,266.0,398.0,1229.0,776.0,325.0,385.0
75,193.0,251.0,4448.0,1663.0,407.0,260.0
76,214.0,340.0,1792.0,811.0,316.0,396.0
77,40.0,25.0,720.0,621.0,45.0,32.0
78,24.0,14.0,2411.0,1763.0,30.0,26.0
79,26.0,40.0,261.0,87.0,12.0,41.0
80,22.0,3.0,661.0,722.0,51.0,24.0
81,138.0,227.0,7552.0,2153.0,160.0,220.0
82,59.0,68.0,59.0,49.0,58.0,85.0
83,85.0,138.0,3522.0,1368.0,95.0,127.0
84,92.0,133.0,687.0,495.0,99.0,66.0
85,31.0,42.0,921.0,576.0,26.0,29.0
86,1.0,4.0,163.0,79.0,2.0,4.0
87,4.0,3.0,504.0,535.0,9.0,11.0
