,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,21.0,29.0,1127.0,349.0,70.2,429471.0,88.3,54.15,38.0,54.0
2,865.0,3774.0,1789.0,540.0,66.6,354081.0,92.2,53.45,1084.0,3674.0
3,26.0,151.0,4588.0,1064.0,66.6,354081.0,92.2,53.45,28.0,113.0
4,16.0,14.0,700.0,192.0,67.7,40841.0,87.7,51.95,13.0,22.0
5,126.0,392.0,7577.0,3262.0,53.1,1496200.0,81.4,29.450000000000003,87.0,424.0
6,570.0,1640.0,5160.0,2595.0,53.1,1496200.0,81.4,29.450000000000003,192.0,542.0
7,32.0,158.0,4838.0,1223.0,66.6,354081.0,92.2,53.45,29.0,155.0
8,91.0,356.0,372.0,138.0,66.0,44185.0,88.8,54.25,90.0,367.0
9,23.0,72.0,3546.0,986.0,69.2,288212.0,89.4,51.7,22.0,74.0
10,179.0,289.0,6292.0,2939.0,53.1,1496200.0,81.4,29.450000000000003,211.0,324.0
11,20.0,19.0,4171.0,947.0,67.6,53000.0,89.2,53.65,12.0,13.0
12,19.0,18.0,472.0,150.0,66.0,44185.0,88.8,54.25,26.0,31.0
13,21.0,102.0,1292.0,334.0,63.4,5962.0,88.3,50.1,18.0,51.0
14,36.0,24.0,339.0,158.0,67.6,53000.0,89.2,53.65,51.0,67.0
15,103.0,709.0,1684.0,650.0,70.2,429471.0,88.3,54.15,161.0,705.0
16,688.0,765.0,5816.0,2430.0,53.1,1496200.0,81.4,29.450000000000003,777.0,929.0
17,92.0,230.0,24.0,36.0,66.7,84199.0,87.4,51.95,69.0,205.0
18,53.0,128.0,4432.0,1049.0,65.8,202942.0,90.8,52.099999999999994,52.0,171.0
19,19.0,41.0,381.0,132.0,66.6,46103.0,82.0,53.900000000000006,54.0,50.0
20,24.0,45.0,25.0,20.0,72.2,37675.0,82.3,53.1,29.0,26.0
21,89.0,310.0,443.0,138.0,67.7,40841.0,87.7,51.95,111.0,209.0
22,35.0,53.0,217.0,43.0,63.4,5962.0,88.3,50.1,17.0,54.0
23,18.0,35.0,2100.0,599.0,70.2,429471.0,88.3,54.15,13.0,39.0
24,14.0,13.0,48.0,69.0,64.5,40021.0,89.5,47.2,16.0,13.0
25,130.0,230.0,4463.0,1010.0,66.6,354081.0,92.2,53.45,123.0,218.0
26,51.0,110.0,70.0,14.0,70.5,45201.0,87.5,57.05,53.0,109.0
27,0,2.0,124.0,67.0,68.8,149056.0,85.8,54.900000000000006,2.0,2.0
28,31.0,21.0,953.0,205.0,66.6,354081.0,92.2,53.45,22.0,23.0
29,12.0,32.0,404.0,155.0,66.6,46103.0,82.0,53.900000000000006,17.0,47.0
30,4.0,48.0,4729.0,1164.0,66.6,354081.0,92.2,53.45,21.0,72.0
31,14.0,30.0,393.0,124.0,60.1,4239.0,81.9,43.45,4.0,15.0
32,37.0,343.0,1117.0,225.0,67.7,27472.0,90.4,52.8,58.0,363.0
33,87.0,372.0,1729.0,508.0,70.2,429471.0,88.3,54.15,103.0,512.0
34,122.0,236.0,1326.0,322.0,65.3,140092.0,87.1,48.7,100.0,354.0
35,31.0,175.0,7794.0,3357.0,53.1,1496200.0,81.4,29.450000000000003,43.0,142.0
36,70.0,102.0,4169.0,1016.0,67.6,53000.0,89.2,53.65,25.0,74.0
37,13.0,26.0,855.0,303.0,70.2,429471.0,88.3,54.15,4.0,3.0
38,170.0,978.0,1298.0,352.0,63.4,5962.0,88.3,50.1,131.0,621.0
39,43.0,213.0,160.0,91.0,68.5,35609.0,85.5,47.7,22.0,191.0
40,36.0,0,37.0,24.0,65.2,40452.0,90.1,54.15,31.0,16.0
41,0,6.0,67.0,80.0,65.2,40452.0,90.1,54.15,2.0,0
42,46.0,75.0,284.0,138.0,66.8,87445.0,88.8,51.65,38.0,85.0
