,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
1,45.0,0,25.0,118.0,67.5,23983.0,81.6,48.099999999999994,15.0,1.0
2,30.0,0,8.0,104.0,64.2,110557.0,86.9,47.0,12.0,0
3,4.0,20.0,787.0,734.0,68.3,24848.0,88.3,55.8,5.0,12.0
4,50.0,0,7.0,68.0,64.2,110557.0,86.9,47.0,40.0,7.0
5,30.0,5.0,283.0,995.0,64.3,7143.0,64.0,48.75,70.0,4.0
6,475.0,1.0,9.0,758.0,69.6,10910.0,64.5,52.4,326.0,3.0
7,47.0,168.0,1224.0,429.0,66.5,14417.0,83.6,53.45,134.0,227.0
8,20.0,7.0,783.0,1130.0,72.2,47804.0,87.9,55.0,12.0,4.0
9,145.0,95.0,66.0,193.0,71.8,15719.0,76.9,57.900000000000006,152.0,51.0
10,32.0,45.0,567.0,689.0,68.3,24848.0,88.3,55.8,20.0,33.0
11,11.0,13.0,650.0,294.0,64.8,2188.0,71.2,53.05,4.0,12.0
12,17.0,0,56.0,567.0,64.3,7143.0,64.0,48.75,30.0,0
13,11.0,1.0,39.0,136.0,73.6,23632.0,77.4,56.0,1.0,0
14,46.0,48.0,1486.0,704.0,69.1,11453.0,81.9,51.9,36.0,52.0
15,7.0,1.0,11.0,171.0,64.2,110557.0,86.9,47.0,11.0,1.0
16,19.0,0,22.0,233.0,72.5,13162.0,77.8,56.599999999999994,16.0,0
17,12.0,2.0,31.0,185.0,69.6,14148.0,82.8,59.15,18.0,0
18,154.0,500.0,942.0,379.0,64.8,2188.0,71.2,53.05,170.0,464.0
19,1.0,0,19.0,132.0,63.8,64301.0,87.2,50.2,1.0,0
20,46.0,54.0,496.0,309.0,68.3,24848.0,88.3,55.8,30.0,26.0
21,95.0,51.0,139.0,419.0,62.0,20605.0,80.1,43.9,70.0,13.0
22,36.0,0,168.0,564.0,68.1,20437.0,67.6,50.849999999999994,33.0,0
23,85.0,7.0,4.0,165.0,72.5,13162.0,77.8,56.599999999999994,35.0,2.0
24,114.0,42.0,756.0,1278.0,72.2,47804.0,87.9,55.0,74.0,35.0
25,76.0,2.0,13.0,1545.0,72.2,33933.0,74.6,47.8,66.0,0
26,29.0,0,6.0,147.0,68.1,20437.0,67.6,50.849999999999994,22.0,0
27,11.0,0,15.0,147.0,72.5,13162.0,77.8,56.599999999999994,5.0,0
28,14.0,0,28.0,182.0,68.1,20437.0,67.6,50.849999999999994,7.0,3.0
29,54.0,15.0,3.0,24.0,73.6,23632.0,77.4,56.0,45.0,11.0
30,4.0,0,11.0,182.0,64.2,110557.0,86.9,47.0,10.0,0
31,33.0,1.0,192.0,583.0,64.3,7143.0,64.0,48.75,7.0,3.0
32,60.0,3.0,293.0,1043.0,64.3,7143.0,64.0,48.75,11.0,0
33,254.0,321.0,624.0,815.0,68.3,24848.0,88.3,55.8,293.0,433.0
34,8.0,0,178.0,746.0,62.0,20605.0,80.1,43.9,34.0,3.0
35,116.0,4.0,9.0,347.0,67.5,63255.0,71.7,52.6,172.0,2.0
36,39.0,95.0,879.0,725.0,68.3,24848.0,88.3,55.8,56.0,62.0
37,11.0,0,19.0,122.0,63.8,64301.0,87.2,50.2,8.0,0
38,9.0,24.0,1649.0,657.0,70.0,8762.0,84.8,60.65,7.0,5.0
39,16.0,4.0,746.0,1293.0,68.3,24848.0,88.3,55.8,5.0,2.0
40,41.0,56.0,1632.0,647.0,68.3,24848.0,88.3,55.8,37.0,50.0
41,43.0,8.0,25.0,117.0,72.9,30699.0,86.1,58.8,41.0,0
42,33.0,1.0,3.0,33.0,73.6,23632.0,77.4,56.0,20.0,10.0
43,1.0,1.0,39.0,167.0,69.1,11453.0,81.9,51.9,1.0,0
44,56.0,7.0,156.0,314.0,70.9,13686.0,73.6,54.1,53.0,19.0
45,70.0,33.0,1448.0,712.0,81.6,57207.0,91.9,58.55,45.0,29.0
46,262.0,3.0,4.0,800.0,70.8,27637.0,70.0,53.05,188.0,1.0
47,32.0,71.0,1299.0,995.0,68.3,24848.0,88.3,55.8,41.0,96.0
48,10.0,1.0,55.0,172.0,74.7,43681.0,86.6,54.55,2.0,1.0
49,11.0,2.0,16.0,86.0,72.5,13162.0,77.8,56.599999999999994,12.0,15.0
50,9.0,16.0,494.0,465.0,68.3,24848.0,88.3,55.8,13.0,23.0
51,2.0,0,19.0,131.0,63.8,64301.0,87.2,50.2,1.0,1.0
52,59.0,0,8.0,170.0,72.5,13162.0,77.8,56.599999999999994,55.0,1.0
53,42.0,1.0,173.0,1107.0,64.3,7143.0,64.0,48.75,11.0,0
54,552.0,1358.0,128.0,203.0,70.0,8762.0,84.8,60.65,360.0,1233.0
55,162.0,99.0,934.0,950.0,68.3,24848.0,88.3,55.8,57.0,64.0
56,73.0,1.0,20.0,389.0,67.5,63255.0,71.7,52.6,90.0,2.0
57,165.0,530.0,810.0,265.0,64.8,2188.0,71.2,53.05,203.0,416.0
58,26.0,0,11.0,720.0,64.3,7143.0,64.0,48.75,16.0,0
59,140.0,0,34.0,1139.0,72.2,33933.0,74.6,47.8,210.0,3.0
60,2.0,0,92.0,167.0,67.5,23983.0,81.6,48.099999999999994,2.0,0
61,254.0,4.0,48.0,1244.0,72.2,33933.0,74.6,47.8,99.0,7.0
62,9.0,7.0,156.0,433.0,74.1,11829.0,71.7,54.05,21.0,3.0
63,22.0,0,280.0,1472.0,64.3,7143.0,64.0,48.75,19.0,0
64,26.0,0,8.0,1195.0,70.8,27637.0,70.0,53.05,10.0,0
65,43.0,0,14.0,601.0,67.5,63255.0,71.7,52.6,43.0,0
66,32.0,2.0,91.0,359.0,62.0,20605.0,80.1,43.9,49.0,3.0
67,21.0,5.0,361.0,995.0,71.6,16635.0,76.9,55.2,11.0,7.0
68,6.0,2.0,32.0,214.0,72.5,13162.0,77.8,56.599999999999994,3.0,0
69,30.0,0,12.0,120.0,64.2,110557.0,86.9,47.0,23.0,1.0
70,24.0,0,15.0,136.0,72.5,13162.0,77.8,56.599999999999994,32.0,3.0
71,76.0,11.0,22.0,84.0,72.9,30699.0,86.1,58.8,51.0,1.0
72,83.0,0,20.0,583.0,72.2,33933.0,74.6,47.8,27.0,0
73,2.0,0,21.0,201.0,72.5,13162.0,77.8,56.599999999999994,3.0,0
74,256.0,137.0,607.0,1238.0,72.2,47804.0,87.9,55.0,207.0,176.0
75,14.0,1.0,42.0,586.0,64.3,7143.0,64.0,48.75,28.0,2.0
76,17.0,15.0,256.0,326.0,69.1,11453.0,81.9,51.9,27.0,6.0
77,9.0,10.0,23.0,199.0,69.6,14148.0,82.8,59.15,3.0,2.0
78,11.0,0,21.0,451.0,67.5,63255.0,71.7,52.6,101.0,1.0
79,60.0,18.0,645.0,245.0,64.8,2188.0,71.2,53.05,32.0,20.0
80,22.0,4.0,34.0,82.0,70.3,104020.0,89.0,53.75,6.0,8.0
81,1.0,0,150.0,750.0,64.3,7143.0,64.0,48.75,3.0,0
82,23.0,40.0,743.0,810.0,68.3,24848.0,88.3,55.8,6.0,7.0
83,4.0,0,25.0,207.0,67.5,23983.0,81.6,48.099999999999994,2.0,0
84,192.0,51.0,235.0,815.0,64.3,7143.0,64.0,48.75,127.0,29.0
85,6.0,0,93.0,373.0,64.3,7143.0,64.0,48.75,8.0,2.0
86,65.0,3.0,11.0,153.0,72.7,12328.0,77.7,54.3,58.0,1.0
87,46.0,21.0,1555.0,733.0,69.1,11453.0,81.9,51.9,16.0,20.0
88,17.0,5.0,583.0,851.0,64.8,2188.0,71.2,53.05,37.0,3.0
89,10.0,1.0,27.0,202.0,64.2,110557.0,86.9,47.0,20.0,0
90,23.0,15.0,1590.0,757.0,70.0,8762.0,84.8,60.65,38.0,22.0
91,11.0,13.0,1670.0,675.0,68.3,24848.0,88.3,55.8,4.0,9.0
92,3.0,0,248.0,1350.0,64.3,7143.0,64.0,48.75,12.0,0
93,3.0,47.0,1549.0,686.0,72.2,47804.0,87.9,55.0,5.0,29.0
94,154.0,1.0,13.0,576.0,64.3,7143.0,64.0,48.75,202.0,0
95,180.0,7.0,5.0,243.0,73.1,11241.0,72.7,53.2,142.0,16.0
96,126.0,6.0,279.0,1018.0,64.3,7143.0,64.0,48.75,39.0,1.0
97,100.0,9.0,39.0,703.0,72.2,33933.0,74.6,47.8,229.0,62.0
98,0,2.0,1568.0,946.0,66.5,14417.0,83.6,53.45,6.0,0
99,116.0,23.0,251.0,1130.0,72.2,33933.0,74.6,47.8,139.0,7.0
100,137.0,27.0,121.0,623.0,64.3,7143.0,64.0,48.75,126.0,36.0
101,5.0,2.0,26.0,191.0,68.1,20437.0,67.6,50.849999999999994,9.0,2.0
102,80.0,47.0,1102.0,1056.0,68.3,24848.0,88.3,55.8,7.0,9.0
103,12.0,50.0,569.0,578.0,68.3,24848.0,88.3,55.8,17.0,57.0
104,17.0,2.0,9.0,158.0,64.2,110557.0,86.9,47.0,17.0,1.0
105,0,9.0,1832.0,986.0,68.3,24848.0,88.3,55.8,2.0,4.0
106,19.0,21.0,84.0,203.0,69.1,11453.0,81.9,51.9,33.0,11.0
107,2.0,0,11.0,249.0,73.6,23632.0,77.4,56.0,3.0,1.0
108,8.0,0,21.0,214.0,72.9,30699.0,86.1,58.8,7.0,0
109,18.0,2.0,1625.0,701.0,74.9,41778.0,85.2,54.95,10.0,6.0
110,7.0,0,3.0,112.0,72.5,13162.0,77.8,56.599999999999994,5.0,2.0
111,29.0,6.0,4.0,148.0,67.5,17226.0,84.7,52.3,39.0,3.0
112,1.0,0,525.0,553.0,68.3,24848.0,88.3,55.8,2.0,0
113,43.0,4.0,11.0,267.0,64.1,17448.0,72.3,50.599999999999994,35.0,4.0
114,12.0,1.0,11.0,224.0,68.0,13615.0,82.8,48.0,1.0,0
115,150.0,3.0,39.0,811.0,71.6,16635.0,76.9,55.2,64.0,1.0
116,4.0,1.0,96.0,863.0,62.0,20605.0,80.1,43.9,23.0,1.0
117,20.0,10.0,940.0,762.0,69.1,11453.0,81.9,51.9,8.0,23.0
